instance	n	subtree	mutation_count	RSS	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
m5_S71_k1_eps0.1.P_eps.txt	5	1;2	277	16.88898	 0.121823	 0	 0	 0	 0	 0.09313176	 0	 0	 0	 0	 0.1453096	 0.02674507	 0	 0	 0	 0.02932171	 0.04102857	 0	 0	 0.1347258	 0.02406028	 0	 0.002987005	 0	 0.3161636	 0.01687357	 0	 0.01315918	 0.03467082	 0
m5_S71_k1_eps0.1.P_eps.txt	5	3;5;4	361	25.22695	 0	 0.04065258	 0.003716734	 0	 0	 0.05711021	 0.3707785	 0.009607652	 0	 0.03999547	 0.009487269	 0.06021421	 0	 0	 0	 0.04984761	 0.04832805	 0	 0.06804386	 0.02441671	 0.01620324	 0.03983596	 0.04328602	 0	 0.04210697	 0	 0	 0	 0.03675157	 0.03961741
m5_S71_k1_eps0.2.P_eps.txt	5	1;2	208	19.99828	 0	 0.01512507	 0	 0	 0	 0	 0.08749042	 0	 0	 0.004798679	 0.07193343	 0.02112158	 0	 0.01720622	 0.2013126	 0	 0	 0.1954674	 0	 0.112088	 0.04903334	 0.0954293	 0.004505676	 0	 0.0133956	 0	 0.02651586	 0.05795579	 0.02662101	 0
m5_S71_k1_eps0.2.P_eps.txt	5	3;5;4	241	30.88843	 0	 0.01904556	 0	 0.158461	 0	 0	 0.003633739	 0.1102916	 0	 0.1011146	 0.04627624	 0.02660221	 0	 0.1116216	 0.03453187	 0	 0.06795537	 0.04399901	 0.04132943	 0.00758643	 0.0523939	 0.003740362	 0	 0	 0	 0.08256076	 0.08285206	 0.006004244	 0	 0
m5_S71_k1_eps0.3.P_eps.txt	5	1	127	15.5696	 0.02181919	 0.0580502	 0.006601906	 0	 0.006258584	 0.04513571	 0	 0.04722978	 0	 0.1187918	 0.1994587	 0.006909448	 0	 0	 0.01139752	 0.02406146	 0	 0	 0	 0	 0.007247905	 0	 0.1140461	 0.1480706	 0	 0	 0.1140803	 0	 0.0708408	 0
m5_S71_k1_eps0.3.P_eps.txt	5	3;2;5;4	324	62.16331	 0	 0.003570104	 0	 0	 0.3029514	 0	 0	 0	 0	 0.1836872	 0	 0.02336088	 0	 0.04948292	 0.0058542	 0	 0	 0.004841622	 0	 0.01092287	 0.02217711	 0	 0	 0.34596	 0.008122118	 0	 0.03432071	 0.00474885	 0	 0
m5_S71_k2_eps0.1.P_eps.txt	5	1;2	203	27.38434	 0	 0	 0.05204745	 0.1209742	 0.1706684	 0	 0	 0	 0	 0	 0.2567498	 0	 0	 0.04029378	 0.04586614	 0.01558639	 0	 0	 0	 0	 0.09027458	 0.1242271	 0.007958057	 0	 0	 0.01270268	 0	 0	 0.06265135	 0
m5_S71_k2_eps0.1.P_eps.txt	5	3;5;4	317	23.84361	 0	 0.09212875	 0.08203942	 0.03360579	 0.2308945	 0.003843263	 0.009890873	 0	 0.06870472	 0.04456118	 0	 0	 0	 0.03931341	 0	 0	 0.02298197	 0	 0.2157783	 0.002766474	 0.05375348	 0.01660858	 0	 0	 0.003941226	 0.0158247	 0	 0.01424316	 0.02309578	 0.02602443
m5_S71_k2_eps0.2.P_eps.txt	5	1	157	8.42617	 0.1230182	 0.01074436	 0	 0	 0	 0.3238428	 0.04108645	 0	 0	 0	 0.02059045	 0	 0	 0	 0.2108011	 0	 0	 0	 0.08044055	 0	 0.01199929	 0	 0.04687361	 0	 0	 0.07002119	 0	 0	 0.01677667	 0.04380527
m5_S71_k2_eps0.2.P_eps.txt	5	3;2;4	214	33.56555	 0	 0	 0	 0.01160747	 0	 0	 0	 0	 0.008897226	 0.08045028	 0.01092824	 0.03988973	 0	 0	 0.01844757	 0	 0	 0	 0	 0	 0	 0	 0	 0.6494356	 0	 0.1728835	 0	 0	 0.007460374	 0
m5_S71_k2_eps0.2.P_eps.txt	5	5	152	8.900045	 0	 0.05548468	 0	 0	 0	 0	 0.02294805	 0	 0	 0.07262754	 0	 0	 0.1488293	 0	 0.004341987	 0	 0	 0.003933831	 0	 0.03271377	 0.06383344	 0	 0.09427857	 0.05999507	 0	 0	 0	 0	 0.4410138	 0
m5_S71_k2_eps0.3.P_eps.txt	5	1;2	270	26.45281	 0	 0.05667159	 0	 0.02604563	 0.01243232	 0.04783587	 0.1473808	 0	 0.04923536	 0	 0	 0.003894153	 0.0584	 0	 0.06463101	 0	 0	 0	 0.0938628	 0.004503031	 0.08336176	 0.02946097	 0.08772149	 0.2116067	 0	 0	 0.02295658	 0	 0	 0
m5_S71_k2_eps0.3.P_eps.txt	5	3;4	90	25.06525	 0	 0.1216401	 0	 0	 0	 0.09662252	 0.1656051	 0	 0	 0.1552057	 0	 0	 0	 0	 0	 0.04161407	 0	 0	 0.02953688	 0.05234372	 0	 0.2578108	 0	 0.0610165	 0	 0.006833913	 0	 0.01177063	 0	 0
m5_S71_k2_eps0.3.P_eps.txt	5	5	177	12.78912	 0.01476309	 0.001447868	 0.04395287	 0.08995776	 0.07916164	 0.004444758	 0	 0.07098424	 0	 0.03460132	 0	 0.06570346	 0	 0.1341586	 0	 0.1248107	 0	 0.01365555	 0.0436204	 0.06037814	 0.0455968	 0.01121587	 0.05681694	 0	 0	 0	 0	 0	 0.1047299	 0
m5_S9_k0_eps0.1.P_eps.txt	5	1;3;2;5;4	566	44.27866	 0	 0.001479057	 0.09854169	 0	 0.08935464	 0.04663211	 0.1258314	 0.04284006	 0	 0	 0.005058926	 0.03104178	 0.07310588	 0.008242344	 0.0684466	 0	 0	 0	 0.003592975	 0.1460888	 0	 0.09334133	 0.006708981	 0.00936341	 0.01456628	 0.04063007	 0	 0	 0.09513365	 0
m5_S9_k0_eps0.2.P_eps.txt	5	1;3;2;5;4	596	52.93895	 0	 0.121061	 0	 0.01924955	 0.1535013	 0	 0	 0	 0	 0	 0.005098174	 0.1894075	 0	 0.03911726	 0.01525123	 0	 0	 0.08957141	 0	 0	 0.08185647	 0	 0.001309559	 0	 0.2251197	 0	 0.02275988	 0	 0.003122511	 0.03357452
m5_S9_k0_eps0.3.P_eps.txt	5	1;3;2;5;4	640	86.20622	 0.06699104	 0.008955423	 0.1465981	 0	 0	 0	 0	 0.1187434	 0	 0.003866326	 0	 0	 0	 0	 0.03057021	 0.004948661	 0	 0.5527733	 0	 0	 0.0177918	 0	 0.01272487	 0	 0.003992663	 0.03204423	 0	 0	 0	 0
m5_S9_k1_eps0.1.P_eps.txt	5	1;3;2;4	470	34.8186	 0.02615661	 0	 0	 0.03513984	 0.03939346	 0	 0.03138054	 0	 0	 0.2371036	 0.01873559	 0	 0.1056644	 0.005108498	 0.06455257	 0.08216719	 0.05375075	 0	 0.01925544	 0	 0	 0.1205879	 0.01624455	 0.06886048	 0	 0.04259285	 0	 0.005904135	 0.02740163	 0
m5_S9_k1_eps0.1.P_eps.txt	5	5	86	5.591777	 0	 0.01575598	 0	 0	 0	 0.1430152	 0	 0	 0	 0	 0.02882819	 0.09250005	 0.1637636	 0.3504912	 0.04387594	 0	 0.01520734	 0	 0	 0	 0.01795436	 0	 0	 0	 0	 0.08985321	 0.03875493	 0	 0	 0
m5_S9_k1_eps0.2.P_eps.txt	5	1;3;5;4	342	45.62418	 0.2162355	 0.009911912	 0	 0.08440451	 0.1410786	 0.01627073	 0.02654655	 0.03314382	 0	 0	 0.02259761	 0.02739487	 0	 0.07795049	 0	 0	 0	 0.03338918	 0.2106165	 0.02419818	 0.02632801	 0.04993348	 0	 0	 0	 0	 0	 0	 0	 0
m5_S9_k1_eps0.2.P_eps.txt	5	2	160	11.55127	 0.08556501	 0.001974095	 0	 0	 0	 0.1000176	 0	 0	 0.0554681	 0	 0	 0.05258807	 0.06796792	 0	 0	 0	 0	 0	 0.0004780825	 0	 0	 0	 0.2989018	 0	 0.03298705	 0	 0	 0	 0	 0.3040522
m5_S9_k1_eps0.3.P_eps.txt	5	1;2;5;4	406	64.46595	 0.04902879	 0.01156286	 0.0786182	 0.4166111	 0	 0.002865401	 0.03713245	 0	 0.01498334	 0.03734333	 0	 0	 0	 0	 0.01255325	 0	 0.003276197	 0.004451338	 0	 0.01171923	 0.03854923	 0	 0.009996797	 0.009990502	 0.01580759	 0	 0.01803281	 0.2274776	 0	 0
m5_S9_k1_eps0.3.P_eps.txt	5	3	126	13.3952	 0.09443443	 0.03430663	 0	 0.04003129	 0	 0	 0	 0.03260556	 0.01233019	 0.002359937	 0.009721978	 0	 0.169206	 0.05446616	 0.004334887	 0	 0	 0	 0.01940243	 0	 0.3430651	 0.04501791	 0.01514664	 0.05123511	 0.04283664	 0.01993059	 0	 0	 0.009568519	 0
m5_S9_k2_eps0.1.P_eps.txt	5	1;5;4	157	19.29662	 0.09657545	 0	 0	 0	 0	 0	 0.1186298	 0	 0	 0.0194297	 0	 0	 0	 0	 0.02527569	 0	 0.07462106	 0.07555	 0.05004077	 0.389928	 0.01369696	 0	 0	 0	 0	 0.09926628	 0	 0	 0.03698635	 0
m5_S9_k2_eps0.1.P_eps.txt	5	3	145	7.693964	 0	 0.07090849	 0	 0	 0.01953784	 0	 0	 0	 0	 0.04139429	 0.1511317	 0.03030634	 0.1315547	 0.2048612	 0	 0	 0.08892558	 0	 0.03003247	 0	 0	 0.07682173	 0.01788228	 0	 0.008316873	 0.005980512	 0	 0	 0.1223459	 0
m5_S9_k2_eps0.1.P_eps.txt	5	2	123	10.18955	 0.02142225	 0.01751136	 0	 0	 0	 0.1998534	 0	 0	 0.03852364	 0	 0.01065455	 0	 0	 0.05868818	 0.006235498	 0.09854674	 0	 0	 0	 0	 0.3415955	 0	 0.1092899	 0	 0.05932383	 0	 0	 0.03835518	 0	 0
m5_S9_k2_eps0.2.P_eps.txt	5	1;3;4	293	33.03305	 0.00405543	 0.04458794	 0.136997	 0.1137814	 0.03321745	 0.006726854	 0.01751415	 0.005070267	 0	 0.01584814	 0.006039118	 0	 0	 0.02624672	 0.0955319	 0.04432325	 0.06026153	 0.06123542	 0.008338048	 0	 0	 0	 0.02307143	 0	 0	 0.01936453	 0.1692626	 0.1025418	 0.005985147	 0
m5_S9_k2_eps0.2.P_eps.txt	5	2	115	10.6197	 0	 0.01450232	 0.425776	 0.03502436	 0	 0.01555926	 0	 0.03294587	 0.07449256	 0	 0	 0	 0	 0.05533237	 0.07491891	 0	 0	 0	 0	 0.01918454	 0	 0	 0	 0	 0.06956984	 0	 0	 0.02007288	 0.1167621	 0.04585905
m5_S9_k2_eps0.2.P_eps.txt	5	5	109	9.489684	 0	 0.008962155	 0.0527062	 0.03612255	 0.1591858	 0	 0.03560318	 0	 0.2276066	 0.037021	 0	 0.04804494	 0	 0	 0.004247739	 0	 0	 0	 0	 0.02678768	 0	 0	 0.1449094	 0.007632044	 0.0842576	 0	 0	 0.1092904	 0	 0.01762278
m5_S9_k2_eps0.3.P_eps.txt	5	1;3;2	486	48.82715	 0	 0.1031736	 0	 0.01869478	 0.06883483	 0.05244665	 0.001821818	 0.0717774	 0.08936426	 0	 0	 0	 0	 0.1128469	 0.04124549	 0.02200142	 0.002733159	 0	 0.01276682	 0.07029493	 0	 0	 0.06532498	 0.08045807	 0.07839929	 0.0240183	 0	 0.01857729	 0.06521996	 0
m5_S9_k2_eps0.3.P_eps.txt	5	5;4	158	57.686	 0.08031427	 0.01346943	 0	 0	 0	 0	 0.03080455	 0	 0	 0.1920233	 0	 0	 0	 0	 0	 0.03370795	 0	 0.03249549	 0.01428995	 0.05529159	 0	 0.1305498	 0.1457578	 0.1414566	 0.03412909	 0.03456865	 0.01758484	 0.01188427	 0.03167247	 0
m7_S10_k0_eps0.1.P_eps.txt	7	1;3;2;5;4;7;6	756	65.95732	 0.00911556	 0	 0	 0.08715266	 0.1721242	 0	 0.01519134	 0.08042109	 0.1187886	 0	 0	 0.01460553	 0	 0	 0.05121366	 0	 0	 0.02510432	 0.02280268	 0.006446563	 0.190927	 0.0070419	 0.04017178	 0.01699717	 0.104915	 0	 0	 0	 0.036981	 0
m7_S10_k0_eps0.2.P_eps.txt	7	1;3;2;5;4;7;6	779	88.37576	 0.04276864	 0.01815822	 0	 0.07292041	 0.0002696085	 0	 0.03670703	 0.03534793	 0	 0.2696471	 0	 0	 0	 0	 0.1680293	 0	 0.02495719	 0.02896099	 0	 0.05650952	 0.02485053	 0	 0	 0.05132645	 0.05021864	 0.07834239	 0	 0	 0.03456268	 0.006423374
m7_S10_k0_eps0.3.P_eps.txt	7	1;3;2;5;4;7;6	744	106.2386	 0.001682499	 0	 0.02389044	 0.05915939	 0	 0.01297121	 0	 0.2549261	 0.09832954	 0	 0	 0.0157149	 0	 0	 0.005334741	 0.1902174	 0	 0.01080739	 0.01231491	 0	 0	 0.2393525	 0	 0	 0	 0	 0.0009951679	 0.07430377	 0	 0
m7_S10_k1_eps0.1.P_eps.txt	7	1;2;7;6	307	30.42078	 0	 0.2268825	 0	 0	 0	 0	 0.009415855	 0	 0.04386787	 0.001770733	 0.2147985	 0	 0.103784	 0.002063479	 0.0523575	 0	 0.04259817	 0	 0	 0	 0.08799376	 0	 0.003217005	 0	 0.1110436	 0.06326409	 0	 0.01463882	 0	 0.02230418
m7_S10_k1_eps0.1.P_eps.txt	7	3;5;4	375	24.86093	 0.003497107	 0.09981522	 0	 0	 0	 0	 0	 0.02247238	 0.07493403	 0	 0.09545826	 0.01336993	 0	 0.01123005	 0.04039673	 0.0929183	 0.007439239	 0	 0.03815371	 0.2204602	 0.002782757	 0.06225136	 0.01410256	 0	 0.0629223	 0.1190103	 0.003508174	 0.01527737	 0	 0
m7_S10_k1_eps0.2.P_eps.txt	7	1;2;7;6	491	42.72664	 0.02367221	 0.091541	 0	 0	 0	 0	 0	 0	 0.1055526	 0	 0	 0.07532387	 0	 0.004212273	 0	 0.03934992	 0	 0	 0.07613355	 0.08171019	 0.08047712	 0.04557797	 0.1175007	 0	 0	 0.1612145	 0.04197266	 0	 0.0557614	 0
m7_S10_k1_eps0.2.P_eps.txt	7	3;5;4	165	32.9015	 0	 0	 0	 0.2581334	 0	 0	 0.3331523	 0	 0.05774697	 0.006494773	 0.03265278	 0	 0	 0	 0.04968416	 0	 0.02608735	 0	 0	 0.1409229	 0	 0.00470977	 0	 0	 0	 0.04467296	 0	 0.04574263	 0	 0
m7_S10_k1_eps0.3.P_eps.txt	7	1;3;2;7;6	526	73.20897	 0	 0	 0	 0.03869756	 0.008651424	 0	 0	 0.01795198	 0	 0.1885002	 0.1627188	 0.03607689	 0	 0.02565232	 0	 0.009213696	 0	 0.05953352	 0.02444391	 0.1080933	 0.01257657	 0	 0.05407872	 0	 0	 0	 0	 0.04997777	 0.1343599	 0.06947343
m7_S10_k1_eps0.3.P_eps.txt	7	5;4	262	31.07694	 0	 0	 0	 0.03735051	 0.1516022	 0	 0.008532113	 0.0655561	 0.006298006	 0.2893009	 0.03001103	 0.09916497	 0.05750117	 0.004785559	 0	 0	 0.003820101	 0	 0.01687386	 0.04152891	 0	 0.05344642	 0.06093642	 0	 0.01198759	 0.04484167	 0	 0.003199538	 0.01326297	 0
m7_S10_k2_eps0.1.P_eps.txt	7	1;2;7;6	256	33.83906	 0	 0	 0.06152433	 0.1843211	 0	 0	 0	 0	 0	 0.02865484	 0.06221797	 0.0509448	 0	 0.04673437	 0.02324197	 0.02743309	 0	 0	 0	 0	 0.01431851	 0.004239409	 0.2475453	 0	 0	 0.2330506	 0	 0	 0.01577373	 0
m7_S10_k2_eps0.1.P_eps.txt	7	3;4	225	16.59196	 0.02432536	 0.04117968	 0	 0.01035581	 0	 0	 0.005979041	 0	 0	 0	 0	 0	 0.2963287	 0	 0	 0.121041	 0.01084967	 0.01570555	 0	 0.009908908	 0	 0	 0.1857772	 0	 0	 0.120585	 0	 0.05586743	 0.1020967	 0
m7_S10_k2_eps0.1.P_eps.txt	7	5	99	6.743578	 0.02014391	 0.007008757	 0	 0	 0	 0	 0.2084652	 0	 0.126231	 0	 0.05172131	 0.06066126	 0	 0.0159442	 0.1501371	 0	 0	 0	 0.03473325	 0.060991	 0	 0	 0.01856689	 0	 0	 0	 0	 0.00855238	 0.07085046	 0.1659934
m7_S10_k2_eps0.2.P_eps.txt	7	1;3;2;7;6	761	57.97537	 0.288984	 0.175214	 0	 0.002452552	 0.05098701	 0	 0	 0	 0.03041405	 0	 0.003802869	 0	 0	 0.01358063	 0	 0.0173837	 0.02283533	 0	 0	 0.01105407	 0.01902856	 0	 0.1382796	 0	 0	 0.199589	 0	 0	 0.02639462	 0
m7_S10_k2_eps0.2.P_eps.txt	7	5	181	9.414615	 0.03121628	 0.01325026	 0	 0.1106215	 0	 0	 0.009955588	 0.2768782	 0	 0.0047957	 0.02647241	 0	 0	 0.009954946	 0.006277684	 0.02340817	 0.1332748	 0	 0.08880774	 0.02155756	 0.007099953	 0.004434333	 0.05747227	 0	 0.006589458	 0.007180675	 0	 0	 0.1146023	 0.04615008
m7_S10_k2_eps0.2.P_eps.txt	7	4	92	10.98769	 0	 0.09408635	 0	 0.1692253	 0	 0	 0	 0	 0	 0	 0.01858662	 0.01454503	 0.007567715	 0	 0	 0	 0.02961673	 0.2639163	 0.09383558	 0.03147128	 0.01807168	 0	 0.02611597	 0.1246346	 0	 0.06126243	 0	 0	 0.04706436	 0
m7_S10_k2_eps0.3.P_eps.txt	7	1;3;2;5;4	601	76.70449	 0	 0.08620351	 0.08791056	 0.0558662	 0.005829249	 0	 0	 0.157217	 0.01947395	 0.02572193	 0.07162144	 0	 0	 0	 0	 0.02033378	 0	 0.004979876	 0	 0.05064858	 0.1762893	 0.05101809	 0.005750561	 0	 0.07091039	 0.004408278	 0.0329078	 0	 0.07290946	 0
m7_S10_k2_eps0.3.P_eps.txt	7	7	85	15.14089	 0	 0	 0	 0.1594588	 0.04440926	 0	 0	 0.05706696	 0.04295245	 0	 0	 0.01062833	 0	 0.1202861	 0	 0.07364356	 0.0482812	 0	 0	 0.06818382	 0	 0	 0.06596013	 0.1833489	 0	 0.01189403	 0	 0	 0.1138865	 0
m7_S10_k2_eps0.3.P_eps.txt	7	6	184	18.39698	 0	 0.2495489	 0.09014478	 0	 0.01611447	 0	 0.005078424	 0.08149078	 0	 0.008811018	 0.008590131	 0	 0.03811697	 0.1357121	 0.03495888	 0	 0	 0	 0.04570704	 0.009667052	 0.03152281	 0.02573942	 0	 0.008449189	 0.007330312	 0.01804343	 0	 0	 0.06200498	 0.1229694
m7_S12_k0_eps0.1.P_eps.txt	7	1;3;2;5;4;7;6	813	66.99594	 0	 0.005911053	 0.1799669	 0	 0	 0	 0.1784303	 0.09583749	 0	 0	 0.002928883	 0	 0	 0.02835454	 0.1635316	 0.07253218	 0	 0.01402598	 0	 0	 0.03008324	 0.1143045	 0	 0	 0.0169837	 0.09551858	 0.001591112	 0	 0	 0
m7_S12_k0_eps0.2.P_eps.txt	7	1;3;2;5;4;7;6	850	84.57624	 0.07204581	 0	 0	 0	 0	 0.01828136	 0.2135973	 0	 0.08171813	 0.009229403	 0.07421613	 0.01669006	 0	 0	 0	 0.004462564	 0.05330212	 0.0912408	 0.008794875	 0.06205114	 0.05528628	 0	 0.01876769	 0	 0	 0.02283043	 0	 0	 0.1974858	 0
m7_S12_k0_eps0.3.P_eps.txt	7	1;3;2;5;4;7;6	718	104.8408	 0.01856044	 0.08813964	 0	 0	 0.03604875	 0	 0.003364269	 0	 0	 0	 0.1725207	 0	 0.1322307	 0.006607976	 0.04681737	 0.03583643	 0	 0	 0.0638529	 0.01045302	 0	 0	 0.07418433	 0	 0	 0	 0.132251	 0	 0.1791325	 0
m7_S12_k1_eps0.1.P_eps.txt	7	1;3;2;5;7;6	814	52.55567	 0	 0.0268226	 0.05096473	 0.08054075	 0.03650426	 0	 0	 0.1769641	 0.0934811	 0.04017616	 0	 0	 0	 0.005954229	 0.01400661	 0	 0	 0	 0.01549695	 0	 0.01173527	 0	 0.03312931	 0	 0.02613683	 0	 0.02799981	 0.1065394	 0	 0.2535479
m7_S12_k1_eps0.1.P_eps.txt	7	4	188	7.369245	 0.05032627	 0.00273152	 0.152684	 0	 0	 0.3927189	 0.1955836	 0.04259623	 0	 0.001925048	 0	 0	 0	 0.0300393	 0	 0	 0	 0.005037482	 0	 0	 0.02170127	 0.07693362	 0	 0	 0.02436374	 0.00335895	 0	 0	 0	 0
m7_S12_k1_eps0.2.P_eps.txt	7	1;2;5;7;6	473	49.51301	 0.05094394	 0	 0	 0	 0	 0	 0.1940189	 0	 0	 0.149047	 0	 0.04026816	 0	 0	 0	 0	 0.1432854	 0.03002902	 0.0170155	 0	 0	 0.07357268	 0	 0	 0	 0.01433419	 0.2609809	 0.02650418	 0	 0
m7_S12_k1_eps0.2.P_eps.txt	7	3;4	316	26.48979	 0	 0.003694361	 0.007809474	 0.01501812	 0.1179112	 0	 0.05201135	 0	 0	 0.1062755	 0.004226426	 0	 0	 0	 0.1521353	 0.1430866	 0	 0	 0	 0.04813311	 0	 0	 0.02864405	 0	 0.292685	 0	 0	 0	 0	 0.02836939
m7_S12_k1_eps0.3.P_eps.txt	7	1;3;5;4;7;6	740	97.88996	 0	 0.002909442	 0.1795409	 0.01686007	 0.1145636	 0	 0.02378614	 0	 0	 0.1185041	 0	 0.08459387	 0	 0	 0	 0.07744257	 0	 0	 0.0381564	 0.01171152	 0.01902707	 0	 0	 0	 0.005129859	 0	 0.1462824	 0.003824843	 0.1576672	 0
m7_S12_k1_eps0.3.P_eps.txt	7	2	125	16.39025	 0	 0.1002653	 0.03106696	 0	 0.1812265	 0	 0.01725874	 0	 0.01035614	 0.005876295	 0.02557262	 0	 0	 0.0344034	 0	 0	 0.0277108	 0.01989978	 0	 0	 0.1069016	 0.1066937	 0	 0.009832976	 0	 0.05189101	 0.009596433	 0.04281827	 0.05751538	 0.161114
m7_S12_k2_eps0.1.P_eps.txt	7	1;3;5;7;6	541	44.48649	 0	 0.2433483	 0	 0	 0	 0	 0	 0	 0	 0.03413928	 0.001379426	 0.02163562	 0.0008668059	 0.004493582	 0	 0	 0	 0.2245213	 0	 0.0113756	 0.0919328	 0.1038902	 0.1026462	 0	 0	 0.01444831	 0.002049941	 0.04106229	 0	 0.1022104
m7_S12_k2_eps0.1.P_eps.txt	7	2	76	7.405233	 0.009237097	 0.08382774	 0	 0.01581763	 0	 0	 0	 0	 0	 0	 0.03602674	 0	 0.1671314	 0.01109923	 0.1628184	 0	 0.01849303	 0.1080903	 0	 0	 0	 0.02042329	 0.1442983	 0.1600528	 0	 0	 0	 0.03549914	 0.02718484	 0
m7_S12_k2_eps0.1.P_eps.txt	7	4	52	7.24721	 0.1101926	 0.01038186	 0	 0	 0	 0.05629038	 0	 0	 0	 0	 0.0563499	 0.04797179	 0	 0.01136652	 0	 0.05220284	 0.0428388	 0	 0.03980336	 0	 0	 0	 0	 0.2002588	 0	 0.1741305	 0.02639061	 0.02761384	 0.1442083	 0
m7_S12_k2_eps0.2.P_eps.txt	7	1;3;2;5	214	53.92361	 0.02367108	 0.1058926	 0.1392475	 0	 0	 0	 0	 0.05393468	 0	 0	 0	 0	 0	 0	 0	 0.07707795	 0	 0	 0.05222074	 0.03815258	 0	 0.1527609	 0	 0.1670717	 0.07021306	 0	 0.1197573	 0	 0	 0
m7_S12_k2_eps0.2.P_eps.txt	7	4	158	11.0107	 0.01210145	 0.1613527	 0	 0	 0.1445278	 0.07452424	 0	 0.04031825	 0	 0.05744165	 0.04230789	 0.04495111	 0	 0.03122639	 0.01706587	 0	 0.02409561	 0.02693597	 0	 0.09298701	 0.02095537	 0.04022725	 0	 0	 0.02436142	 0	 0	 0.01263395	 0.03149274	 0.1004933
m7_S12_k2_eps0.2.P_eps.txt	7	7;6	208	21.80539	 0	 0.03692977	 0	 0	 0	 0	 0	 0	 0.03127634	 0.1860781	 0	 0	 0	 0	 0.008300609	 0.06437549	 0.1437411	 0.07753723	 0.004500342	 0.1266775	 0.02303994	 0	 0.1197154	 0.01512613	 0	 0.1209577	 0.03915597	 0.002588482	 0	 0
m7_S12_k2_eps0.3.P_eps.txt	7	1;2;5	346	51.22433	 0.08455877	 0.007026617	 0	 0.09227007	 0.119269	 0	 0.005265573	 0	 0	 0	 0	 0	 0.03338978	 0.007236783	 0	 0	 0.07295609	 0.2679512	 0.025583	 0.006255189	 0	 0.01530827	 0.1281079	 0.02770281	 0.03686059	 0	 0	 0.0326066	 0	 0.03765181
m7_S12_k2_eps0.3.P_eps.txt	7	3;4	200	26.03433	 0	 0.02427957	 0	 0.06618161	 0	 0	 0.066603	 0	 0.09856336	 0.00265794	 0.111437	 0	 0.05190897	 0.003512277	 0.02866574	 0	 0	 0	 0.1245373	 0.02119021	 0.00613357	 0	 0.08521378	 0.1431693	 0.00562053	 0	 0.02538629	 0.117994	 0	 0.01694548
m7_S12_k2_eps0.3.P_eps.txt	7	7;6	162	21.98253	 0	 0	 0	 0.01993559	 0	 0.3723396	 0	 0	 0.0153926	 0.02188706	 0.251425	 0	 0	 0	 0.03253418	 0.01926657	 0	 0.05426779	 0	 0	 0.006605101	 0	 0	 0.02176557	 0	 0	 0	 0	 0.1167661	 0.06781481
m7_S23_k0_eps0.1.P_eps.txt	7	1;3;2;5;4;7;6	832	62.9497	 0	 0	 0	 0	 0	 0	 0.02831645	 0.275505	 0	 0	 0.009210027	 0.01847993	 0.03283991	 0.04835119	 0.2105977	 0	 0.08658007	 0.2341459	 0	 0	 0.03007333	 0	 0.01061317	 0	 0	 0	 0	 0.01528733	 0	 0
m7_S23_k0_eps0.2.P_eps.txt	7	1;3;2;5;4;7;6	875	80.04195	 0.01126788	 0	 0.006968588	 0	 0.06413575	 0	 0.06334439	 0.06293717	 0.08428657	 0	 0.02553466	 0	 0	 0.06296688	 0	 0.2521041	 0	 0.1760658	 0	 0	 0.04481072	 0.04697267	 0.04662655	 0	 0.009475661	 0	 0.02883364	 0.00837561	 0.005293349	 0
m7_S23_k0_eps0.3.P_eps.txt	7	1;3;2;5;4;7;6	909	119.5778	 0.0305047	 0	 0.004597741	 0.03829728	 0	 0	 0	 0.1206033	 0.001479925	 0.0392289	 0	 0.04452276	 0	 0	 0.1577814	 0	 0.4200294	 0	 0.005321367	 0.006180402	 0	 0	 0.00399953	 0.1014254	 0.01607726	 0	 0	 0	 0	 0.009950722
m7_S23_k1_eps0.1.P_eps.txt	7	1;3;2	343	27.78875	 0.0037708	 0	 0	 0.018437	 0	 0	 0.1118728	 0	 0	 0	 0.07900331	 0.209102	 0	 0.003310039	 0	 0.005755684	 0.04499306	 0.00449233	 0.03395928	 0.08181922	 0	 0	 0.2822457	 0	 0.05515162	 0.06283124	 0	 0	 0	 0.003255873
m7_S23_k1_eps0.1.P_eps.txt	7	5;4;7;6	368	40.62549	 0	 0	 0.07339103	 0.1166666	 0.03917853	 0	 0.01699547	 0.298335	 0	 0.06092035	 0	 0.0124785	 0	 0	 0	 0.009541662	 0	 0.2948538	 0	 0	 0	 0.01161969	 0	 0.01181901	 0.03710342	 0	 0.01709688	 0	 0	 0
m7_S23_k1_eps0.2.P_eps.txt	7	1;3;2;4	408	47.05972	 0.00277041	 0.007493455	 0	 0	 0.2205597	 0.03329256	 0	 0.007442112	 0.02080377	 0.07940062	 0	 0.03325302	 0.04201842	 0.08323842	 0.03798842	 0	 0.007978908	 0.07959005	 0	 0.2013744	 0	 0	 0.05522834	 0	 0	 0	 0	 0	 0.07506856	 0.01249888
