instance	n	k	min_mut	max_mut	RSS	BIC
m5_S66_k1_eps0.3.P_eps.txt	5	3	Inf	-Inf	62.60542	-236.8741
m5_S66_k1_eps0.3.P_eps.txt	5	4	Inf	-Inf	60.91702	-64.7834
m5_S66_k2_eps0.1.P_eps.txt	5	0	Inf	-Inf	359.7678	46.81643
m5_S66_k2_eps0.1.P_eps.txt	5	1	Inf	-Inf	255.0114	66.83781
m5_S66_k2_eps0.1.P_eps.txt	5	2	Inf	-Inf	35.1516	-699.1349
m5_S66_k2_eps0.1.P_eps.txt	5	3	Inf	-Inf	33.57463	-535.953
m5_S66_k2_eps0.1.P_eps.txt	5	4	Inf	-Inf	32.69705	-363.4527
m5_S66_k2_eps0.2.P_eps.txt	5	0	Inf	-Inf	581.6367	277.4023
m5_S66_k2_eps0.2.P_eps.txt	5	1	Inf	-Inf	261.1004	78.16418
m5_S66_k2_eps0.2.P_eps.txt	5	2	Inf	-Inf	56.79571	-468.8354
m5_S66_k2_eps0.2.P_eps.txt	5	3	Inf	-Inf	55.20392	-297.2667
m5_S66_k2_eps0.2.P_eps.txt	5	4	Inf	-Inf	53.77195	-124.6685
m5_S66_k2_eps0.3.P_eps.txt	5	0	Inf	-Inf	320.9221	-8.028462
m5_S66_k2_eps0.3.P_eps.txt	5	1	Inf	-Inf	86.23196	-453.6106
m5_S66_k2_eps0.3.P_eps.txt	5	2	Inf	-Inf	78.19655	-315.3483
m5_S66_k2_eps0.3.P_eps.txt	5	3	Inf	-Inf	76.3661	-141.5043
m5_S66_k2_eps0.3.P_eps.txt	5	4	Inf	-Inf	74.97873	34.90873
m5_S69_k0_eps0.1.P_eps.txt	5	0	Inf	-Inf	40.2437	-1004.626
m5_S69_k0_eps0.1.P_eps.txt	5	1	Inf	-Inf	36.59498	-865.0329
m5_S69_k0_eps0.1.P_eps.txt	5	2	Inf	-Inf	35.64296	-692.4718
m5_S69_k0_eps0.1.P_eps.txt	5	3	Inf	-Inf	34.44368	-523.6868
m5_S69_k0_eps0.1.P_eps.txt	5	4	Inf	-Inf	33.50382	-351.7529
m5_S69_k0_eps0.2.P_eps.txt	5	0	Inf	-Inf	50.68447	-893.9064
m5_S69_k0_eps0.2.P_eps.txt	5	1	Inf	-Inf	48.42552	-730.5773
m5_S69_k0_eps0.2.P_eps.txt	5	2	Inf	-Inf	46.39894	-565.8838
m5_S69_k0_eps0.2.P_eps.txt	5	3	Inf	-Inf	44.38608	-401.9585
m5_S69_k0_eps0.2.P_eps.txt	5	4	Inf	-Inf	43.41109	-227.4063
m5_S69_k0_eps0.3.P_eps.txt	5	0	Inf	-Inf	77.69507	-688.8637
m5_S69_k0_eps0.3.P_eps.txt	5	1	Inf	-Inf	74.78984	-521.9428
m5_S69_k0_eps0.3.P_eps.txt	5	2	Inf	-Inf	71.76629	-356.5375
m5_S69_k0_eps0.3.P_eps.txt	5	3	Inf	-Inf	69.83201	-184.4386
m5_S69_k0_eps0.3.P_eps.txt	5	4	Inf	-Inf	68.30259	-9.854498
m5_S69_k1_eps0.1.P_eps.txt	5	0	Inf	-Inf	207.4709	-217.4081
m5_S69_k1_eps0.1.P_eps.txt	5	1	Inf	-Inf	39.28259	-831.0151
m5_S69_k1_eps0.1.P_eps.txt	5	2	Inf	-Inf	37.95662	-662.2835
m5_S69_k1_eps0.1.P_eps.txt	5	3	Inf	-Inf	36.61901	-494.2906
m5_S69_k1_eps0.1.P_eps.txt	5	4	Inf	-Inf	35.71362	-321.094
m5_S69_k1_eps0.2.P_eps.txt	5	0	Inf	-Inf	140.7573	-403.6259
m5_S69_k1_eps0.2.P_eps.txt	5	1	Inf	-Inf	55.24613	-667.327
m5_S69_k1_eps0.2.P_eps.txt	5	2	Inf	-Inf	53.64706	-496.2117
m5_S69_k1_eps0.2.P_eps.txt	5	3	Inf	-Inf	52.18126	-324.2957
m5_S69_k1_eps0.2.P_eps.txt	5	4	Inf	-Inf	51.42175	-146.1201
m5_S69_k1_eps0.3.P_eps.txt	5	0	Inf	-Inf	149.1245	-375.9085
m5_S69_k1_eps0.3.P_eps.txt	5	1	Inf	-Inf	70.00622	-553.6698
m5_S69_k1_eps0.3.P_eps.txt	5	2	Inf	-Inf	67.10476	-388.7742
m5_S69_k1_eps0.3.P_eps.txt	5	3	Inf	-Inf	63.97307	-226.5011
m5_S69_k1_eps0.3.P_eps.txt	5	4	Inf	-Inf	62.04024	-56.01346
m5_S69_k2_eps0.1.P_eps.txt	5	0	Inf	-Inf	478.5814	183.7929
m5_S69_k2_eps0.1.P_eps.txt	5	1	Inf	-Inf	251.9791	61.09594
m5_S69_k2_eps0.1.P_eps.txt	5	2	Inf	-Inf	44.24241	-588.7283
m5_S69_k2_eps0.1.P_eps.txt	5	3	Inf	-Inf	43.27312	-414.1478
m5_S69_k2_eps0.1.P_eps.txt	5	4	Inf	-Inf	42.29214	-239.9409
m5_S69_k2_eps0.2.P_eps.txt	5	0	Inf	-Inf	241.5338	-144.4393
m5_S69_k2_eps0.2.P_eps.txt	5	1	Inf	-Inf	113.683	-320.9514
m5_S69_k2_eps0.2.P_eps.txt	5	2	Inf	-Inf	52.54622	-506.1639
m5_S69_k2_eps0.2.P_eps.txt	5	3	Inf	-Inf	50.49409	-340.0719
m5_S69_k2_eps0.2.P_eps.txt	5	4	Inf	-Inf	48.54593	-173.7444
m5_S69_k2_eps0.3.P_eps.txt	5	0	Inf	-Inf	434.4398	137.3438
m5_S69_k2_eps0.3.P_eps.txt	5	1	Inf	-Inf	233.4649	24.46511
m5_S69_k2_eps0.3.P_eps.txt	5	2	Inf	-Inf	83.5471	-283.5795
m5_S69_k2_eps0.3.P_eps.txt	5	3	Inf	-Inf	79.48124	-122.3129
m5_S69_k2_eps0.3.P_eps.txt	5	4	Inf	-Inf	77.43852	50.40307
m5_S71_k0_eps0.1.P_eps.txt	5	0	Inf	-Inf	48.02286	-919.7987
m5_S71_k0_eps0.1.P_eps.txt	5	1	Inf	-Inf	45.11819	-764.5332
m5_S71_k0_eps0.1.P_eps.txt	5	2	Inf	-Inf	43.5571	-596.2217
m5_S71_k0_eps0.1.P_eps.txt	5	3	Inf	-Inf	42.35003	-424.4978
m5_S71_k0_eps0.1.P_eps.txt	5	4	Inf	-Inf	41.43085	-249.817
m5_S71_k0_eps0.2.P_eps.txt	5	0	Inf	-Inf	59.28606	-818.6641
m5_S71_k0_eps0.2.P_eps.txt	5	1	Inf	-Inf	56.44018	-657.0631
m5_S71_k0_eps0.2.P_eps.txt	5	2	Inf	-Inf	54.96075	-484.5994
m5_S71_k0_eps0.2.P_eps.txt	5	3	Inf	-Inf	53.64717	-310.9972
m5_S71_k0_eps0.2.P_eps.txt	5	4	Inf	-Inf	52.61805	-135.081
m5_S71_k0_eps0.3.P_eps.txt	5	0	Inf	-Inf	67.95052	-753.1894
m5_S71_k0_eps0.3.P_eps.txt	5	1	Inf	-Inf	65.6135	-584.775
m5_S71_k0_eps0.3.P_eps.txt	5	2	Inf	-Inf	64.15811	-410.3284
m5_S71_k0_eps0.3.P_eps.txt	5	3	Inf	-Inf	62.16508	-240.2621
m5_S71_k0_eps0.3.P_eps.txt	5	4	Inf	-Inf	60.9478	-64.54089
m5_S71_k1_eps0.1.P_eps.txt	5	0	Inf	-Inf	485.0988	190.2855
m5_S71_k1_eps0.1.P_eps.txt	5	1	Inf	-Inf	42.11593	-797.5856
m5_S71_k1_eps0.1.P_eps.txt	5	2	Inf	-Inf	37.95066	-662.3588
m5_S71_k1_eps0.1.P_eps.txt	5	3	Inf	-Inf	36.49741	-495.8872
m5_S71_k1_eps0.1.P_eps.txt	5	4	Inf	-Inf	35.41447	-325.1316
m5_S71_k1_eps0.2.P_eps.txt	5	0	Inf	-Inf	90.61822	-615.0092
m5_S71_k1_eps0.2.P_eps.txt	5	1	Inf	-Inf	50.88671	-706.7813
m5_S71_k1_eps0.2.P_eps.txt	5	2	Inf	-Inf	47.57071	-553.9123
m5_S71_k1_eps0.2.P_eps.txt	5	3	Inf	-Inf	44.38109	-402.0125
m5_S71_k1_eps0.2.P_eps.txt	5	4	Inf	-Inf	42.56376	-236.8679
m5_S71_k1_eps0.3.P_eps.txt	5	0	Inf	-Inf	194.3459	-248.7767
m5_S71_k1_eps0.3.P_eps.txt	5	1	Inf	-Inf	77.73291	-503.4164
m5_S71_k1_eps0.3.P_eps.txt	5	2	Inf	-Inf	74.51653	-338.4865
m5_S71_k1_eps0.3.P_eps.txt	5	3	Inf	-Inf	72.80855	-164.403
m5_S71_k1_eps0.3.P_eps.txt	5	4	Inf	-Inf	70.98747	8.652222
m5_S71_k2_eps0.1.P_eps.txt	5	0	Inf	-Inf	144.0006	-392.6915
m5_S71_k2_eps0.1.P_eps.txt	5	1	Inf	-Inf	51.22795	-703.5733
m5_S71_k2_eps0.1.P_eps.txt	5	2	Inf	-Inf	40.1844	-634.9067
m5_S71_k2_eps0.1.P_eps.txt	5	3	Inf	-Inf	36.65135	-493.8669
m5_S71_k2_eps0.1.P_eps.txt	5	4	Inf	-Inf	35.82843	-319.5533
m5_S71_k2_eps0.2.P_eps.txt	5	0	Inf	-Inf	604.1678	295.6452
m5_S71_k2_eps0.2.P_eps.txt	5	1	Inf	-Inf	150.8828	-185.0685
m5_S71_k2_eps0.2.P_eps.txt	5	2	Inf	-Inf	50.89177	-521.52
m5_S71_k2_eps0.2.P_eps.txt	5	3	Inf	-Inf	48.91381	-355.3343
m5_S71_k2_eps0.2.P_eps.txt	5	4	Inf	-Inf	47.97738	-179.3991
m5_S71_k2_eps0.3.P_eps.txt	5	0	Inf	-Inf	285.6494	-63.91641
m5_S71_k2_eps0.3.P_eps.txt	5	1	Inf	-Inf	108.2462	-344.4741
m5_S71_k2_eps0.3.P_eps.txt	5	2	Inf	-Inf	64.30718	-409.2143
m5_S71_k2_eps0.3.P_eps.txt	5	3	Inf	-Inf	62.57969	-237.0714
m5_S71_k2_eps0.3.P_eps.txt	5	4	Inf	-Inf	60.96006	-64.44431
m5_S9_k0_eps0.1.P_eps.txt	5	0	Inf	-Inf	44.27866	-958.7624
m5_S9_k0_eps0.1.P_eps.txt	5	1	Inf	-Inf	41.90828	-799.9581
m5_S9_k0_eps0.1.P_eps.txt	5	2	Inf	-Inf	39.12814	-647.6925
m5_S9_k0_eps0.1.P_eps.txt	5	3	Inf	-Inf	36.35722	-497.7344
m5_S9_k0_eps0.1.P_eps.txt	5	4	Inf	-Inf	35.08201	-329.659
m5_S9_k0_eps0.2.P_eps.txt	5	0	Inf	-Inf	52.93895	-873.0168
m5_S9_k0_eps0.2.P_eps.txt	5	1	Inf	-Inf	50.9476	-706.2073
m5_S9_k0_eps0.2.P_eps.txt	5	2	Inf	-Inf	48.9997	-539.7057
m5_S9_k0_eps0.2.P_eps.txt	5	3	Inf	-Inf	47.75013	-366.8918
m5_S9_k0_eps0.2.P_eps.txt	5	4	Inf	-Inf	46.83416	-190.9752
m5_S9_k0_eps0.3.P_eps.txt	5	0	Inf	-Inf	86.20622	-638.9674
m5_S9_k0_eps0.3.P_eps.txt	5	1	Inf	-Inf	79.21819	-494.3313
m5_S9_k0_eps0.3.P_eps.txt	5	2	Inf	-Inf	75.62936	-331.3712
m5_S9_k0_eps0.3.P_eps.txt	5	3	Inf	-Inf	72.51841	-166.3196
m5_S9_k0_eps0.3.P_eps.txt	5	4	Inf	-Inf	72.30168	17.45731
m5_S9_k1_eps0.1.P_eps.txt	5	0	Inf	-Inf	146.9529	-382.95
m5_S9_k1_eps0.1.P_eps.txt	5	1	Inf	-Inf	40.41038	-817.4286
m5_S9_k1_eps0.1.P_eps.txt	5	2	Inf	-Inf	38.01594	-661.534
m5_S9_k1_eps0.1.P_eps.txt	5	3	Inf	-Inf	35.73213	-506.0589
m5_S9_k1_eps0.1.P_eps.txt	5	4	Inf	-Inf	33.95772	-345.2936
m5_S9_k1_eps0.2.P_eps.txt	5	0	Inf	-Inf	215.2242	-199.7972
m5_S9_k1_eps0.2.P_eps.txt	5	1	Inf	-Inf	57.17545	-650.8503
m5_S9_k1_eps0.2.P_eps.txt	5	2	Inf	-Inf	54.28038	-490.5784
m5_S9_k1_eps0.2.P_eps.txt	5	3	Inf	-Inf	52.21912	-323.9476
m5_S9_k1_eps0.2.P_eps.txt	5	4	Inf	-Inf	50.86655	-151.3308
m5_S9_k1_eps0.3.P_eps.txt	5	0	Inf	-Inf	271.783	-87.80177
m5_S9_k1_eps0.3.P_eps.txt	5	1	Inf	-Inf	77.86115	-502.6252
m5_S9_k1_eps0.3.P_eps.txt	5	2	Inf	-Inf	74.56608	-338.1675
m5_S9_k1_eps0.3.P_eps.txt	5	3	Inf	-Inf	72.0908	-169.1583
m5_S9_k1_eps0.3.P_eps.txt	5	4	Inf	-Inf	70.72745	6.890757
m5_S9_k2_eps0.1.P_eps.txt	5	0	Inf	-Inf	223.7726	-181.1012
m5_S9_k2_eps0.1.P_eps.txt	5	1	Inf	-Inf	89.23805	-437.1625
m5_S9_k2_eps0.1.P_eps.txt	5	2	Inf	-Inf	37.18013	-672.2048
m5_S9_k2_eps0.1.P_eps.txt	5	3	Inf	-Inf	35.58669	-508.0166
m5_S9_k2_eps0.1.P_eps.txt	5	4	Inf	-Inf	34.55078	-336.983
m5_S9_k2_eps0.2.P_eps.txt	5	0	Inf	-Inf	151.1428	-369.4556
m5_S9_k2_eps0.2.P_eps.txt	5	1	Inf	-Inf	102.8872	-368.846
m5_S9_k2_eps0.2.P_eps.txt	5	2	Inf	-Inf	53.14243	-500.7482
m5_S9_k2_eps0.2.P_eps.txt	5	3	Inf	-Inf	49.37869	-350.7939
m5_S9_k2_eps0.2.P_eps.txt	5	4	Inf	-Inf	47.86497	-180.5251
m5_S9_k2_eps0.3.P_eps.txt	5	0	Inf	-Inf	201.1378	-232.2883
m5_S9_k2_eps0.3.P_eps.txt	5	1	Inf	-Inf	106.5131	-352.2213
m5_S9_k2_eps0.3.P_eps.txt	5	2	Inf	-Inf	77.92038	-317.0466
m5_S9_k2_eps0.3.P_eps.txt	5	3	Inf	-Inf	73.13622	-162.2476
m5_S9_k2_eps0.3.P_eps.txt	5	4	Inf	-Inf	69.20229	-3.573101
m7_S10_k0_eps0.1.P_eps.txt	7	0	Inf	-Inf	65.95732	-1364.573
m7_S10_k0_eps0.1.P_eps.txt	7	1	Inf	-Inf	63.03785	-1199.688
m7_S10_k0_eps0.1.P_eps.txt	7	2	Inf	-Inf	59.92402	-1038.422
m7_S10_k0_eps0.1.P_eps.txt	7	3	Inf	-Inf	57.91698	-866.0074
m7_S10_k0_eps0.1.P_eps.txt	7	4	Inf	-Inf	56.24382	-690.3991
m7_S10_k0_eps0.1.P_eps.txt	7	5	Inf	-Inf	54.78902	-512.702
m7_S10_k0_eps0.1.P_eps.txt	7	6	Inf	-Inf	53.51521	-333.2022
m7_S10_k0_eps0.2.P_eps.txt	7	0	Inf	-Inf	88.37576	-1167.952
m7_S10_k0_eps0.2.P_eps.txt	7	1	Inf	-Inf	84.28825	-1004.467
m7_S10_k0_eps0.2.P_eps.txt	7	2	Inf	-Inf	79.99642	-844.2785
m7_S10_k0_eps0.2.P_eps.txt	7	3	Inf	-Inf	77.18359	-673.025
m7_S10_k0_eps0.2.P_eps.txt	7	4	Inf	-Inf	74.96339	-497.3309
m7_S10_k0_eps0.2.P_eps.txt	7	5	Inf	-Inf	73.25747	-317.4924
m7_S10_k0_eps0.2.P_eps.txt	7	6	Inf	-Inf	72.12897	-132.6171
m7_S10_k0_eps0.3.P_eps.txt	7	0	Inf	-Inf	106.2386	-1044.244
m7_S10_k0_eps0.3.P_eps.txt	7	1	Inf	-Inf	104.0001	-863.2468
m7_S10_k0_eps0.3.P_eps.txt	7	2	Inf	-Inf	101.4728	-684.4707
m7_S10_k0_eps0.3.P_eps.txt	7	3	Inf	-Inf	99.46063	-502.6226
m7_S10_k0_eps0.3.P_eps.txt	7	4	Inf	-Inf	97.46493	-320.9358
m7_S10_k0_eps0.3.P_eps.txt	7	5	Inf	-Inf	95.86316	-136.7637
m7_S10_k0_eps0.3.P_eps.txt	7	6	Inf	-Inf	94.28935	47.42012
m7_S10_k1_eps0.1.P_eps.txt	7	0	Inf	-Inf	358.4078	-227.1027
m7_S10_k1_eps0.1.P_eps.txt	7	1	Inf	-Inf	55.28171	-1287.917
m7_S10_k1_eps0.1.P_eps.txt	7	2	Inf	-Inf	51.58974	-1139.057
m7_S10_k1_eps0.1.P_eps.txt	7	3	Inf	-Inf	48.70015	-982.4842
m7_S10_k1_eps0.1.P_eps.txt	7	4	Inf	-Inf	46.02253	-825.1788
m7_S10_k1_eps0.1.P_eps.txt	7	5	Inf	-Inf	44.3261	-655.1096
m7_S10_k1_eps0.1.P_eps.txt	7	6	Inf	-Inf	43.29476	-475.6221
m7_S10_k1_eps0.2.P_eps.txt	7	0	Inf	-Inf	224.1373	-542.5479
m7_S10_k1_eps0.2.P_eps.txt	7	1	Inf	-Inf	75.62814	-1077.321
m7_S10_k1_eps0.2.P_eps.txt	7	2	Inf	-Inf	72.75067	-908.0808
m7_S10_k1_eps0.2.P_eps.txt	7	3	Inf	-Inf	70.56208	-733.2994
m7_S10_k1_eps0.2.P_eps.txt	7	4	Inf	-Inf	68.13957	-561.4678
m7_S10_k1_eps0.2.P_eps.txt	7	5	Inf	-Inf	66.62515	-381.2639
m7_S10_k1_eps0.2.P_eps.txt	7	6	Inf	-Inf	65.40676	-198.3589
m7_S10_k1_eps0.3.P_eps.txt	7	0	Inf	-Inf	227.4541	-532.6765
m7_S10_k1_eps0.3.P_eps.txt	7	1	Inf	-Inf	104.2859	-861.4025
m7_S10_k1_eps0.3.P_eps.txt	7	2	Inf	-Inf	99.75236	-695.9622
m7_S10_k1_eps0.3.P_eps.txt	7	3	Inf	-Inf	96.66897	-521.754
m7_S10_k1_eps0.3.P_eps.txt	7	4	Inf	-Inf	94.47727	-341.8574
m7_S10_k1_eps0.3.P_eps.txt	7	5	Inf	-Inf	92.37269	-161.6884
m7_S10_k1_eps0.3.P_eps.txt	7	6	Inf	-Inf	90.48863	19.7713
m7_S10_k2_eps0.1.P_eps.txt	7	0	Inf	-Inf	427.324	-108.9174
m7_S10_k2_eps0.1.P_eps.txt	7	1	Inf	-Inf	251.4273	-270.0307
m7_S10_k2_eps0.1.P_eps.txt	7	2	Inf	-Inf	57.1746	-1069.985
m7_S10_k2_eps0.1.P_eps.txt	7	3	Inf	-Inf	54.8254	-902.8714
m7_S10_k2_eps0.1.P_eps.txt	7	4	Inf	-Inf	52.96413	-730.7737
m7_S10_k2_eps0.1.P_eps.txt	7	5	Inf	-Inf	51.1936	-558.3142
m7_S10_k2_eps0.1.P_eps.txt	7	6	Inf	-Inf	49.71266	-382.7329
m7_S10_k2_eps0.2.P_eps.txt	7	0	Inf	-Inf	509.439	9.19851
m7_S10_k2_eps0.2.P_eps.txt	7	1	Inf	-Inf	121.5715	-758.3402
m7_S10_k2_eps0.2.P_eps.txt	7	2	Inf	-Inf	78.37768	-858.016
m7_S10_k2_eps0.2.P_eps.txt	7	3	Inf	-Inf	75.45923	-688.2085
m7_S10_k2_eps0.2.P_eps.txt	7	4	Inf	-Inf	73.06106	-514.6043
m7_S10_k2_eps0.2.P_eps.txt	7	5	Inf	-Inf	72.2006	-327.2578
m7_S10_k2_eps0.2.P_eps.txt	7	6	Inf	-Inf	71.05922	-142.6582
m7_S10_k2_eps0.3.P_eps.txt	7	0	Inf	-Inf	476.3984	-35.86285
m7_S10_k2_eps0.3.P_eps.txt	7	1	Inf	-Inf	254.5177	-261.8213
m7_S10_k2_eps0.3.P_eps.txt	7	2	Inf	-Inf	110.2424	-628.7686
m7_S10_k2_eps0.3.P_eps.txt	7	3	Inf	-Inf	107.3723	-451.1877
m7_S10_k2_eps0.3.P_eps.txt	7	4	Inf	-Inf	103.0925	-283.2135
m7_S10_k2_eps0.3.P_eps.txt	7	5	Inf	-Inf	100.1635	-107.2748
m7_S10_k2_eps0.3.P_eps.txt	7	6	Inf	-Inf	97.80403	72.01364
m7_S12_k0_eps0.1.P_eps.txt	7	0	Inf	-Inf	66.99594	-1354.073
m7_S12_k0_eps0.1.P_eps.txt	7	1	Inf	-Inf	63.05831	-1199.47
m7_S12_k0_eps0.1.P_eps.txt	7	2	Inf	-Inf	59.78849	-1039.944
m7_S12_k0_eps0.1.P_eps.txt	7	3	Inf	-Inf	56.24909	-885.6438
m7_S12_k0_eps0.1.P_eps.txt	7	4	Inf	-Inf	53.77496	-720.5639
m7_S12_k0_eps0.1.P_eps.txt	7	5	Inf	-Inf	52.28605	-544.1249
m7_S12_k0_eps0.1.P_eps.txt	7	6	Inf	-Inf	50.51938	-371.9154
m7_S12_k0_eps0.2.P_eps.txt	7	0	Inf	-Inf	84.57624	-1197.483
m7_S12_k0_eps0.2.P_eps.txt	7	1	Inf	-Inf	81.50284	-1027.049
m7_S12_k0_eps0.2.P_eps.txt	7	2	Inf	-Inf	78.98058	-852.8666
m7_S12_k0_eps0.2.P_eps.txt	7	3	Inf	-Inf	76.62562	-677.9006
m7_S12_k0_eps0.2.P_eps.txt	7	4	Inf	-Inf	74.98564	-497.1315
m7_S12_k0_eps0.2.P_eps.txt	7	5	Inf	-Inf	73.54288	-314.8793
m7_S12_k0_eps0.2.P_eps.txt	7	6	Inf	-Inf	72.4356	-129.7663
m7_S12_k0_eps0.3.P_eps.txt	7	0	Inf	-Inf	104.8408	-1053.144
m7_S12_k0_eps0.3.P_eps.txt	7	1	Inf	-Inf	101.1797	-881.7228
m7_S12_k0_eps0.3.P_eps.txt	7	2	Inf	-Inf	98.28244	-705.9382
m7_S12_k0_eps0.3.P_eps.txt	7	3	Inf	-Inf	95.87552	-527.2926
m7_S12_k0_eps0.3.P_eps.txt	7	4	Inf	-Inf	94.29552	-343.1515
m7_S12_k0_eps0.3.P_eps.txt	7	5	Inf	-Inf	92.99637	-157.1664
m7_S12_k0_eps0.3.P_eps.txt	7	6	Inf	-Inf	91.77423	29.25147
m7_S12_k1_eps0.1.P_eps.txt	7	0	Inf	-Inf	344.0556	-254.5661
m7_S12_k1_eps0.1.P_eps.txt	7	1	Inf	-Inf	59.92492	-1233.72
m7_S12_k1_eps0.1.P_eps.txt	7	2	Inf	-Inf	57.87881	-1061.758
m7_S12_k1_eps0.1.P_eps.txt	7	3	Inf	-Inf	55.48407	-894.8461
m7_S12_k1_eps0.1.P_eps.txt	7	4	Inf	-Inf	53.56154	-723.2362
m7_S12_k1_eps0.1.P_eps.txt	7	5	Inf	-Inf	52.36113	-543.1606
m7_S12_k1_eps0.1.P_eps.txt	7	6	Inf	-Inf	50.93779	-366.3728
m7_S12_k1_eps0.2.P_eps.txt	7	0	Inf	-Inf	507.9793	7.270296
m7_S12_k1_eps0.2.P_eps.txt	7	1	Inf	-Inf	76.0028	-1074.001
m7_S12_k1_eps0.2.P_eps.txt	7	2	Inf	-Inf	71.84778	-916.473
m7_S12_k1_eps0.2.P_eps.txt	7	3	Inf	-Inf	70.03048	-738.3813
m7_S12_k1_eps0.2.P_eps.txt	7	4	Inf	-Inf	68.5908	-557.0324
m7_S12_k1_eps0.2.P_eps.txt	7	5	Inf	-Inf	67.22309	-375.2599
m7_S12_k1_eps0.2.P_eps.txt	7	6	Inf	-Inf	66.02454	-192.0415
m7_S12_k1_eps0.3.P_eps.txt	7	0	Inf	-Inf	235.1461	-510.3268
m7_S12_k1_eps0.3.P_eps.txt	7	1	Inf	-Inf	114.2802	-799.903
m7_S12_k1_eps0.3.P_eps.txt	7	2	Inf	-Inf	110.1618	-629.2599
m7_S12_k1_eps0.3.P_eps.txt	7	3	Inf	-Inf	107.7716	-448.6933
m7_S12_k1_eps0.3.P_eps.txt	7	4	Inf	-Inf	105.9088	-265.102
m7_S12_k1_eps0.3.P_eps.txt	7	5	Inf	-Inf	103.8455	-83.01544
m7_S12_k1_eps0.3.P_eps.txt	7	6	Inf	-Inf	101.7326	98.47804
m7_S12_k2_eps0.1.P_eps.txt	7	0	Inf	-Inf	172.1033	-720.0662
m7_S12_k2_eps0.1.P_eps.txt	7	1	Inf	-Inf	108.2429	-836.376
m7_S12_k2_eps0.1.P_eps.txt	7	2	Inf	-Inf	59.13893	-1047.285
m7_S12_k2_eps0.1.P_eps.txt	7	3	Inf	-Inf	57.04449	-876.2079
m7_S12_k2_eps0.1.P_eps.txt	7	4	Inf	-Inf	55.18076	-703.222
m7_S12_k2_eps0.1.P_eps.txt	7	5	Inf	-Inf	53.60208	-527.4201
m7_S12_k2_eps0.1.P_eps.txt	7	6	Inf	-Inf	52.52406	-345.765
m7_S12_k2_eps0.2.P_eps.txt	7	0	Inf	-Inf	314.7008	-314.4957
m7_S12_k2_eps0.2.P_eps.txt	7	1	Inf	-Inf	171.5853	-526.7839
m7_S12_k2_eps0.2.P_eps.txt	7	2	Inf	-Inf	86.7397	-789.8937
m7_S12_k2_eps0.2.P_eps.txt	7	3	Inf	-Inf	84.28954	-613.8414
m7_S12_k2_eps0.2.P_eps.txt	7	4	Inf	-Inf	81.9759	-437.237
m7_S12_k2_eps0.2.P_eps.txt	7	5	Inf	-Inf	80.0997	-257.4883
m7_S12_k2_eps0.2.P_eps.txt	7	6	Inf	-Inf	78.76849	-73.44261
m7_S12_k2_eps0.3.P_eps.txt	7	0	Inf	-Inf	313.1755	-317.7606
m7_S12_k2_eps0.3.P_eps.txt	7	1	Inf	-Inf	202.1976	-416.465
m7_S12_k2_eps0.3.P_eps.txt	7	2	Inf	-Inf	99.24118	-699.4147
m7_S12_k2_eps0.3.P_eps.txt	7	3	Inf	-Inf	95.41143	-530.5533
m7_S12_k2_eps0.3.P_eps.txt	7	4	Inf	-Inf	92.81933	-353.7547
m7_S12_k2_eps0.3.P_eps.txt	7	5	Inf	-Inf	91.58107	-167.4722
m7_S12_k2_eps0.3.P_eps.txt	7	6	Inf	-Inf	90.4934	19.80671
m7_S23_k0_eps0.1.P_eps.txt	7	0	Inf	-Inf	62.9497	-1395.936
m7_S23_k0_eps0.1.P_eps.txt	7	1	Inf	-Inf	60.82834	-1223.665
m7_S23_k0_eps0.1.P_eps.txt	7	2	Inf	-Inf	58.97887	-1049.106
m7_S23_k0_eps0.1.P_eps.txt	7	3	Inf	-Inf	57.78847	-867.5002
m7_S23_k0_eps0.1.P_eps.txt	7	4	Inf	-Inf	56.99409	-681.494
m7_S23_k0_eps0.1.P_eps.txt	7	5	Inf	-Inf	56.53667	-491.6014
m7_S23_k0_eps0.1.P_eps.txt	7	6	Inf	-Inf	58.07794	-278.2192
m7_S23_k0_eps0.2.P_eps.txt	7	0	Inf	-Inf	80.04195	-1234.512
m7_S23_k0_eps0.2.P_eps.txt	7	1	Inf	-Inf	77.5609	-1060.363
m7_S23_k0_eps0.2.P_eps.txt	7	2	Inf	-Inf	76.00341	-878.6874
m7_S23_k0_eps0.2.P_eps.txt	7	3	Inf	-Inf	74.86671	-693.5059
m7_S23_k0_eps0.2.P_eps.txt	7	4	Inf	-Inf	73.62539	-509.4336
m7_S23_k0_eps0.2.P_eps.txt	7	5	Inf	-Inf	72.60017	-323.5491
m7_S23_k0_eps0.2.P_eps.txt	7	6	Inf	-Inf	71.79249	-135.7593
m7_S23_k0_eps0.3.P_eps.txt	7	0	Inf	-Inf	119.5778	-964.7599
m7_S23_k0_eps0.3.P_eps.txt	7	1	Inf	-Inf	115.305	-793.9036
m7_S23_k0_eps0.3.P_eps.txt	7	2	Inf	-Inf	110.9013	-624.764
m7_S23_k0_eps0.3.P_eps.txt	7	3	Inf	-Inf	107.6801	-449.2636
m7_S23_k0_eps0.3.P_eps.txt	7	4	Inf	-Inf	104.8969	-271.5537
m7_S23_k0_eps0.3.P_eps.txt	7	5	Inf	-Inf	103.5411	-84.9879
