,1:3:2:5:7,4,6
Signature.1,0.0,0.0134145239237,0.0
Signature.2,0.0683893268018,0.0,0.0
Signature.3,0.0657437375701,0.0,0.0222434136877
Signature.4,0.0,0.020197302362,0.27175325781
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0149050270795,0.0367009571626
Signature.7,0.0,0.0909124852398,0.116772235205
Signature.8,0.0191190842774,0.0188235588452,0.0
Signature.9,0.103509621582,0.016308268445,0.0
Signature.10,0.0631471558891,0.0446668862,0.0
Signature.11,0.0,0.0654524837725,0.0362840870213
Signature.12,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0
Signature.14,0.0538895400108,0.0,0.104940757233
Signature.15,0.0,0.211121509934,0.0
Signature.16,0.0,0.263984801316,0.0
Signature.17,0.0,0.019019575592,0.0
Signature.18,0.0,0.0578823162747,0.0
Signature.19,0.0,0.0,0.124966820726
Signature.20,0.0,0.0,0.0704299134179
Signature.21,0.0,0.0,0.0866916246594
Signature.22,0.178350997501,0.0,0.0
Signature.23,0.0492463029322,0.0,0.0
Signature.24,0.0,0.118015829886,0.019530226777
Signature.25,0.0148131294,0.0,0.0467510320578
Signature.26,0.312667928896,0.0102198652796,0.0
Signature.27,0.055846240088,0.0,0.0
Signature.28,0.0152769350516,0.0,0.0
Signature.29,0.0,0.0350755658503,0.0456095287383
Signature.30,0.0,0.0,0.0173261455034
