,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0446979256734
Signature.4,0.059898530638
Signature.5,0.0391898368995
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.347957337265
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0989530539106
Signature.14,0.113316019751
Signature.15,0.167448435333
Signature.16,0.0187104528225
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0398914444766
Signature.23,0.0391377678539
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0307991953759
