,11:10:1:5:7:6:9:8,3,2,4
Signature.1,0.0134317610178,0.0369327593589,0.0,0.014748056988
Signature.2,0.0,0.0,0.0,0.0
Signature.3,0.0,0.0,0.0,0.0413553002291
Signature.4,0.0545425832145,0.0134782996598,0.0,0.0
Signature.5,0.0,0.0,0.0,0.0597126508856
Signature.6,0.0133624356366,0.0,0.344716294526,0.0355764329784
Signature.7,0.0498456426548,0.0,0.0,0.187144943888
Signature.8,0.0383313972063,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0465107375945,0.0,0.0284117273819,0.0
Signature.12,0.0,0.0,0.0571475338249,0.0290629100041
Signature.13,0.0512934170271,0.0137092326421,0.0,0.0796603287687
Signature.14,0.0514156385646,0.245585177061,0.0,0.0154033314474
Signature.15,0.0840753910129,0.0,0.0,0.0
Signature.16,0.127657022573,0.0,0.0,0.0
Signature.17,0.0,0.0365110989602,0.256227738935,0.0909699196979
Signature.18,0.0,0.0,0.0581959188915,0.0
Signature.19,0.0,0.0,0.0150755061944,0.0
Signature.20,0.0,0.0186366378053,0.0,0.0
Signature.21,0.0,0.0470498662134,0.0145762984075,0.0
Signature.22,0.190380550115,0.0646038756652,0.0423502112166,0.0
Signature.23,0.0,0.0,0.0,0.113973518946
Signature.24,0.0147464435791,0.013277810009,0.0,0.174665361789
Signature.25,0.170137804389,0.286333338916,0.0,0.0338878116852
Signature.26,0.0,0.0,0.07893281656,0.0152221161534
Signature.27,0.0376534748197,0.0,0.0,0.0381041579304
Signature.28,0.0129898697555,0.0,0.0,0.0
Signature.29,0.0436258308398,0.201804699681,0.104365954062,0.0152536904792
Signature.30,0.0,0.0220772040278,0.0,0.0552594681285
