,1:3:2:5:4:6,7
Signature.1,0.0156782679482,0.0277152025182
Signature.2,0.0,0.0
Signature.3,0.0,0.109472850074
Signature.4,0.0,0.0
Signature.5,0.0,0.0
Signature.6,0.0,0.040101731405
Signature.7,0.015225418907,0.0
Signature.8,0.0,0.0136200868042
Signature.9,0.0,0.0
Signature.10,0.0425811158259,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.0125258802454
Signature.13,0.0,0.097448729003
Signature.14,0.0228538159649,0.0394616764044
Signature.15,0.0130137689694,0.0966521666867
Signature.16,0.0188285697879,0.0823426935621
Signature.17,0.0,0.106411178896
Signature.18,0.0,0.0
Signature.19,0.0,0.0862104139475
Signature.20,0.0142207007645,0.066118254014
Signature.21,0.0,0.0
Signature.22,0.388004947034,0.0
Signature.23,0.0,0.0282956061492
Signature.24,0.0,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.163413228436
Signature.27,0.0781821792027,0.0
Signature.28,0.351114664584,0.0111644517181
Signature.29,0.0402965510117,0.0190458501358
Signature.30,0.0,0.0
