,1:2,3
Signature.1,0.0,0.0
Signature.2,0.024860525572,0.141553426295
Signature.3,0.0,0.44386885253
Signature.4,0.0387346829135,0.0
Signature.5,0.0181733906697,0.0228337680122
Signature.6,0.0194898999342,0.0
Signature.7,0.0827255630901,0.0213043011766
Signature.8,0.0475558062539,0.0
Signature.9,0.0191918836577,0.0
Signature.10,0.0,0.0756695991737
Signature.11,0.02964298432,0.0
Signature.12,0.0232207483998,0.0
Signature.13,0.0,0.0279469625017
Signature.14,0.0141160659469,0.0
Signature.15,0.301871878704,0.0
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.0,0.037802710552
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0811891553936
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0163484497566,0.147831224365
Signature.25,0.0,0.0
Signature.26,0.0,0.0
Signature.27,0.0,0.0
Signature.28,0.0290957700473,0.0
Signature.29,0.287340305448,0.0
Signature.30,0.0476320452859,0.0
