,1:3:2
Signature.1,0.0
Signature.2,0.157124697807
Signature.3,0.165272499439
Signature.4,0.0
Signature.5,0.0869671972641
Signature.6,0.0201055200723
Signature.7,0.0
Signature.8,0.0703070093963
Signature.9,0.113254581916
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0139818747347
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0152537307518
Signature.19,0.191913908301
Signature.20,0.0312993591807
Signature.21,0.0
Signature.22,0.0
Signature.23,0.10741288525
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0271067358874
Signature.30,0.0
