,1:3:2:4,5
Signature.1,0.0,0.0
Signature.2,0.0329310437928,0.0
Signature.3,0.0192747694207,0.0639150982298
Signature.4,0.0,0.0
Signature.5,0.0,0.0910977472363
Signature.6,0.0,0.0
Signature.7,0.0161873188685,0.0
Signature.8,0.0161080886349,0.044486304951
Signature.9,0.0,0.0311469604787
Signature.10,0.0139800996768,0.0326394883197
Signature.11,0.0,0.0
Signature.12,0.0,0.0188588879656
Signature.13,0.0168404063816,0.0
Signature.14,0.0,0.0
Signature.15,0.0,0.0437359287129
Signature.16,0.0,0.15961881456
Signature.17,0.547465597966,0.0393113177737
Signature.18,0.0,0.215725269131
Signature.19,0.0,0.0
Signature.20,0.0563449511187,0.0
Signature.21,0.0944507544246,0.0
Signature.22,0.0,0.0
Signature.23,0.0,0.0311097005545
Signature.24,0.103654228815,0.116484491695
Signature.25,0.0,0.0117521395334
Signature.26,0.0231149579482,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0141553333425
Signature.29,0.0355397694006,0.0302207696149
Signature.30,0.0241080135513,0.0557417479013
