,1:3:2:5:4
Signature.1,0.0234524565045
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0152744250681
Signature.6,0.0818901690234
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0316542361822
Signature.10,0.0
Signature.11,0.0
Signature.12,0.303077990309
Signature.13,0.0156327901809
Signature.14,0.01055980208
Signature.15,0.0
Signature.16,0.0288768591779
Signature.17,0.186793219566
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.132163544444
Signature.22,0.144347225098
Signature.23,0.0
Signature.24,0.0144709290514
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0118063533143
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
