,1:3:2:5:4,7,6
Signature.1,0.077081367328,0.0,0.0230167310927
Signature.2,0.333964841412,0.0,0.0
Signature.3,0.0350541613914,0.0,0.0117548366849
Signature.4,0.12383735451,0.0,0.0207599508026
Signature.5,0.0,0.0842523665616,0.197382637622
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.0209380440741
Signature.8,0.0278680075756,0.183207310702,0.0192744653335
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.0113809392073,0.219502240148
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.0645122830268,0.125517268749,0.0203575051652
Signature.14,0.0540424166105,0.0591860860383,0.0574692150032
Signature.15,0.0104102804555,0.0,0.0
Signature.16,0.0,0.0758917407964,0.0573682308865
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.0,0.181642262939
Signature.20,0.0,0.0,0.147788099444
Signature.21,0.21416245272,0.0,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0365096387369,0.0,0.0
Signature.24,0.0,0.380830986425,0.0
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.0,0.0
Signature.27,0.0106624891417,0.0498666602782,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0118947070919,0.0,0.0
Signature.30,0.0,0.0298666412423,0.0227457808049
