,1:3:2:5:4
Signature.1,0.0
Signature.2,0.0985411347678
Signature.3,0.0138240824266
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0237874394349
Signature.8,0.0224093981246
Signature.9,0.0120174539483
Signature.10,0.0572562533617
Signature.11,0.128602212073
Signature.12,0.0362872896859
Signature.13,0.0
Signature.14,0.0221532049422
Signature.15,0.0186652517058
Signature.16,0.0
Signature.17,0.0710112068662
Signature.18,0.0
Signature.19,0.313833982565
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0209338801903
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0157564368006
Signature.29,0.0
Signature.30,0.144920773107
