,1:3:2:5:4:9,7,6,8
Signature.1,0.0593846817434,0.0,0.0135140757655,0.0
Signature.2,0.0,0.0,0.197681588137,0.0
Signature.3,0.0137506982497,0.0,0.0,0.0
Signature.4,0.0,0.0,0.0647959569295,0.0
Signature.5,0.0,0.0,0.0245422650031,0.0598720367008
Signature.6,0.0,0.118814773647,0.0286536495448,0.0
Signature.7,0.0354561261534,0.0278033360571,0.0380089799622,0.188427559357
Signature.8,0.0194050233197,0.119665185378,0.0,0.0
Signature.9,0.0,0.128286394502,0.0,0.0202242331281
Signature.10,0.0198347649502,0.0610514741585,0.0,0.0
Signature.11,0.146124400329,0.016398182493,0.0,0.0
Signature.12,0.0174064869481,0.0551140641108,0.029198126028,0.0124933069367
Signature.13,0.214057574318,0.0255909702597,0.137481208458,0.21782739562
Signature.14,0.0255594439063,0.0,0.0,0.0259147820208
Signature.15,0.0549222327402,0.0,0.0,0.0106133450624
Signature.16,0.0,0.0650255616937,0.0,0.0
Signature.17,0.0,0.0,0.0356339239027,0.0778328873104
Signature.18,0.0,0.0,0.0,0.190720846054
Signature.19,0.0,0.0203270330752,0.0,0.132721111605
Signature.20,0.0,0.0189422385663,0.0126989005729,0.0
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.0,0.106820798412,0.0331031055131,0.0633524962057
Signature.23,0.0340261050579,0.0219487758731,0.0316675458885,0.0
Signature.24,0.0,0.0,0.134084403819,0.0
Signature.25,0.062997053719,0.0911365717388,0.0,0.0
Signature.26,0.187310332456,0.0,0.0323899821582,0.0
Signature.27,0.0,0.0115450886169,0.0124046775172,0.0
Signature.28,0.0,0.0758027070284,0.0532200435939,0.0
Signature.29,0.109765076108,0.0357268443888,0.0934948826718,0.0
Signature.30,0.0,0.0,0.0274266845356,0.0
