,1:3:4,2,5
Signature.1,0.0,0.0,0.290324839228
Signature.2,0.0172669008448,0.0193147110146,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0588032139772,0.012203827266
Signature.5,0.0733859429986,0.0,0.0113063924144
Signature.6,0.0328601599136,0.0,0.0
Signature.7,0.0,0.0173264570485,0.0
Signature.8,0.0,0.0463051254209,0.0
Signature.9,0.0124326529123,0.0,0.057087726216
Signature.10,0.0390221512905,0.0,0.0
Signature.11,0.0540315089133,0.241699418175,0.0
Signature.12,0.160733839105,0.0,0.0803554889868
Signature.13,0.0,0.0432964989936,0.0727559087812
Signature.14,0.108503686474,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0522634681333,0.0,0.0169284151299
Signature.17,0.0,0.19055217797,0.0347354935673
Signature.18,0.0,0.0,0.0
Signature.19,0.0243104700719,0.0,0.0766953556601
Signature.20,0.0293771275368,0.0876696700303,0.0
Signature.21,0.144414832804,0.129992364944,0.130792388619
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0,0.0581700608755
Signature.24,0.0837853159973,0.0455490446057,0.0118815438888
Signature.25,0.0,0.0,0.0413207989068
Signature.26,0.0,0.0,0.0931879799452
Signature.27,0.114818652252,0.0374774892128,0.0
Signature.28,0.0403627618306,0.0820138286071,0.0
Signature.29,0.0124305289214,0.0,0.0
Signature.30,0.0,0.0,0.0122537805143
