,1,3,2
Signature.1,0.0,0.057446191664,0.0245644288333
Signature.2,0.0,0.0,0.0
Signature.3,0.0,0.14484241571,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0
Signature.6,0.0485098279011,0.0,0.0
Signature.7,0.0125828980148,0.0,0.0243010215708
Signature.8,0.0926038463398,0.0,0.0279359275501
Signature.9,0.0720802234675,0.0,0.0823661343654
Signature.10,0.0,0.0,0.202091666707
Signature.11,0.0,0.114759699918,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.0,0.0240733651844,0.0759201987972
Signature.14,0.106602361416,0.0,0.055423253747
Signature.15,0.0,0.386294381284,0.0
Signature.16,0.0,0.0,0.0152759131303
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0192063492755,0.0194247681825,0.0
Signature.20,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0
Signature.22,0.0,0.0142765413449,0.0
Signature.23,0.0,0.0,0.0
Signature.24,0.0213047187839,0.192867397209,0.0
Signature.25,0.144745314638,0.0260746048492,0.331434190916
Signature.26,0.456530451431,0.0,0.0227366258017
Signature.27,0.0108356434856,0.0199406346541,0.0
Signature.28,0.0,0.0,0.137950638581
Signature.29,0.0,0.0,0.0
Signature.30,0.0149983652465,0.0,0.0
