,11:9:10,1:3:2:5:7:6:8,4
Signature.1,0.0,0.0267751233501,0.0237385556142
Signature.2,0.0,0.156694443979,0.144517973523
Signature.3,0.0314001278239,0.0,0.0126688906422
Signature.4,0.0,0.0,0.0
Signature.5,0.0570127881928,0.0,0.0462774009869
Signature.6,0.129881784003,0.219794360368,0.0
Signature.7,0.0318094670411,0.0240572214277,0.0143201304077
Signature.8,0.0,0.0,0.0342019805227
Signature.9,0.0,0.194141729498,0.0111804389246
Signature.10,0.0,0.010814833725,0.271616476154
Signature.11,0.0,0.0,0.0
Signature.12,0.0507435576162,0.0197479052456,0.0
Signature.13,0.0944635971695,0.0439414065158,0.0
Signature.14,0.139163572078,0.0516756565324,0.101993012103
Signature.15,0.0243014254143,0.0750522138654,0.0860036045818
Signature.16,0.0,0.0,0.0392599719884
Signature.17,0.0,0.0,0.0
Signature.18,0.288278773205,0.0492217774035,0.0
Signature.19,0.0536576231236,0.0339913067934,0.0
Signature.20,0.0,0.0,0.0
Signature.21,0.0,0.0718358350002,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0,0.0238035523209
Signature.24,0.0,0.0,0.0
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.0,0.0124254614469
Signature.27,0.0,0.0222561862956,0.0
Signature.28,0.0147105745966,0.0,0.164908008976
Signature.29,0.0845767097361,0.0,0.0
Signature.30,0.0,0.0,0.0130845418079
