,1:3:2:5:4:6,7
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0841810142929
Signature.5,0.0,0.0649230141748
Signature.6,0.0,0.0993155280659
Signature.7,0.0198060329722,0.0
Signature.8,0.0147350581411,0.0784893336974
Signature.9,0.0961608172442,0.0
Signature.10,0.0,0.0559727397208
Signature.11,0.0107475130352,0.0
Signature.12,0.171108087786,0.0162507475144
Signature.13,0.0260302736787,0.0
Signature.14,0.0233161626775,0.0839330476343
Signature.15,0.115137746909,0.0798743209163
Signature.16,0.0,0.0782722833728
Signature.17,0.135408737816,0.0
Signature.18,0.0,0.0
Signature.19,0.0556631392882,0.0
Signature.20,0.0,0.0
Signature.21,0.066159604534,0.127807663344
Signature.22,0.0407024947791,0.0347491147704
Signature.23,0.0,0.0
Signature.24,0.0,0.032553112739
Signature.25,0.0,0.0
Signature.26,0.0,0.074130411872
Signature.27,0.0157461182213,0.0470436580495
Signature.28,0.0798387335924,0.0
Signature.29,0.129439479324,0.0
Signature.30,0.0,0.0425040098354
