,11:1:3:2:5:4:7:6:9:8,10
Signature.1,0.175934295461,0.0
Signature.2,0.0,0.0
Signature.3,0.0137041219175,0.0
Signature.4,0.0,0.0331174196425
Signature.5,0.0,0.0
Signature.6,0.0139858517757,0.0364119452315
Signature.7,0.170648787552,0.129201072624
Signature.8,0.0,0.0788451253009
Signature.9,0.0,0.217697604137
Signature.10,0.0,0.0731602893305
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.0175614894812,0.0
Signature.14,0.112345468086,0.0493966189308
Signature.15,0.0,0.0242846180175
Signature.16,0.0343102446733,0.078813763936
Signature.17,0.0,0.0917521966717
Signature.18,0.0,0.0202055488468
Signature.19,0.0,0.0
Signature.20,0.0,0.0214658352445
Signature.21,0.0,0.0441256254051
Signature.22,0.305343745844,0.0
Signature.23,0.0,0.0
Signature.24,0.0169132068856,0.0
Signature.25,0.0729664143045,0.0
Signature.26,0.0387701756247,0.0521851001584
Signature.27,0.0,0.049337236522
Signature.28,0.0,0.0
Signature.29,0.0275161983945,0.0
Signature.30,0.0,0.0
