,1,3,2
Signature.1,0.0593976303783,0.0,0.0
Signature.2,0.0621747089433,0.0767272630764,0.0
Signature.3,0.0,0.0704941965768,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.0304888978427,0.0,0.17522838802
Signature.6,0.0,0.0655176270842,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0483075592671
Signature.9,0.0,0.0232084815334,0.0543665792347
Signature.10,0.0167729993142,0.0,0.0
Signature.11,0.0,0.0,0.0593749920963
Signature.12,0.031307487091,0.0,0.0
Signature.13,0.190523943281,0.0194797235955,0.0
Signature.14,0.0842470476367,0.0633153238406,0.0
Signature.15,0.0161207941057,0.0,0.128392791805
Signature.16,0.0,0.0,0.0673320056104
Signature.17,0.0,0.0,0.0504437818917
Signature.18,0.0,0.0700917156812,0.0
Signature.19,0.0357550337069,0.195551720985,0.0
Signature.20,0.0,0.0658115608551,0.0
Signature.21,0.028566790108,0.0423900824352,0.0190768594948
Signature.22,0.253955031707,0.156854524433,0.044186077032
Signature.23,0.0,0.0383096974332,0.100726461055
Signature.24,0.159319356981,0.0,0.073064630237
Signature.25,0.0,0.0,0.0433764284078
Signature.26,0.0,0.043341407403,0.0
Signature.27,0.0313702789049,0.0117193454269,0.0772414177133
Signature.28,0.0,0.0192844676672,0.0328392826192
Signature.29,0.0,0.0379028619738,0.0260427455147
Signature.30,0.0,0.0,0.0
