,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0386992239532
Signature.6,0.0
Signature.7,0.0311007919524
Signature.8,0.0
Signature.9,0.0176062170878
Signature.10,0.166414539487
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0526320343793
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0223573756202
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0678410695597
Signature.20,0.0
Signature.21,0.0385581512902
Signature.22,0.0
Signature.23,0.0335925561612
Signature.24,0.14633968225
Signature.25,0.042197387144
Signature.26,0.0
Signature.27,0.261813394612
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0808475765031
