,1:3:2:5:4:7,6
Signature.1,0.0316736360966,0.336222527094
Signature.2,0.0,0.0
Signature.3,0.0249038612542,0.0
Signature.4,0.010212710459,0.0606015052867
Signature.5,0.0,0.0
Signature.6,0.0795895415544,0.0
Signature.7,0.192380957605,0.0612002055679
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0394283402161,0.0
Signature.12,0.0,0.0
Signature.13,0.113475390567,0.0
Signature.14,0.0250240355191,0.0
Signature.15,0.175248794767,0.177849041949
Signature.16,0.0207103015611,0.0
Signature.17,0.0,0.0387352757534
Signature.18,0.0,0.0
Signature.19,0.0,0.0
Signature.20,0.0110546613422,0.0571906639298
Signature.21,0.0,0.0
Signature.22,0.0409308882372,0.069959090428
Signature.23,0.122360670247,0.0
Signature.24,0.0,0.0
Signature.25,0.0,0.0605243610015
Signature.26,0.0116553093014,0.0
Signature.27,0.037282545987,0.0
Signature.28,0.0,0.0246144924686
Signature.29,0.0640683552864,0.0160215851299
Signature.30,0.0,0.0970812513908
