,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0249757991287
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0320135338724
Signature.9,0.0
Signature.10,0.0513168386601
Signature.11,0.0
Signature.12,0.0115288854388
Signature.13,0.0990736153815
Signature.14,0.0332051115812
Signature.15,0.325979910055
Signature.16,0.111700846984
Signature.17,0.0285748797401
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0307947599451
Signature.21,0.0
Signature.22,0.163607382469
Signature.23,0.0
Signature.24,0.0124004793129
Signature.25,0.0
Signature.26,0.0145730159473
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0602549414834
