,1:3:2:5:4
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0440227952518
Signature.8,0.332288157952
Signature.9,0.0274886554597
Signature.10,0.0556619221084
Signature.11,0.0113602357625
Signature.12,0.0
Signature.13,0.0
Signature.14,0.157172957465
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.115690756526
Signature.19,0.0282529337028
Signature.20,0.0
Signature.21,0.014537297928
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0667943080095
Signature.27,0.0399987710135
Signature.28,0.0242406148256
Signature.29,0.0
Signature.30,0.0824905939954
