,11,10:1:3:2:5:7:6:9,4,8
Signature.1,0.243191686349,0.0209954142471,0.0,0.0108209175814
Signature.2,0.10465114068,0.0,0.0,0.129258254049
Signature.3,0.0,0.0166653388496,0.0,0.0149469460081
Signature.4,0.0,0.0,0.0,0.0
Signature.5,0.0280915373541,0.0,0.201660134326,0.115270110355
Signature.6,0.0,0.0163610859074,0.0,0.0
Signature.7,0.0,0.0693739953575,0.0,0.0107723629868
Signature.8,0.0,0.114680614577,0.02248530858,0.0
Signature.9,0.0828418129278,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0208667648661,0.0165536023455
Signature.11,0.0371452368919,0.0423076609655,0.0279926044412,0.0166851809292
Signature.12,0.0104816694234,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0,0.0430077567022
Signature.14,0.0,0.0,0.111217769916,0.0
Signature.15,0.215602361665,0.0,0.0,0.177483350979
Signature.16,0.0,0.0229432814307,0.0511105143444,0.31815334115
Signature.17,0.0,0.0,0.0,0.0
Signature.18,0.0254457759016,0.0764706076274,0.0,0.044373451383
Signature.19,0.0,0.0225395084513,0.0501526588266,0.0
Signature.20,0.0,0.121647433109,0.0,0.0
Signature.21,0.0213162372925,0.0154973312857,0.0805825550917,0.0123552241097
Signature.22,0.035450278993,0.0,0.0579224404401,0.0
Signature.23,0.0301633731918,0.0,0.0,0.0
Signature.24,0.103418266797,0.0,0.020975013994,0.0121314760226
Signature.25,0.0,0.0,0.321514492926,0.0
Signature.26,0.0,0.0294963363639,0.0,0.0236148880047
Signature.27,0.0,0.0243151769517,0.0191984242362,0.0126802403169
Signature.28,0.0142619702153,0.158336049947,0.0,0.0
Signature.29,0.0479386523172,0.0238529001603,0.0143213180117,0.0418928970778
Signature.30,0.0,0.224517264768,0.0,0.0
