,11:1:3:2:5:4:7:6:9,10,8
Signature.1,0.0692948659587,0.0322887821683,0.0451664658884
Signature.2,0.0194479672051,0.0132210873944,0.0
Signature.3,0.0,0.0679954086979,0.0560808563104
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.179586548758,0.0
Signature.6,0.0110305132858,0.0299096526508,0.0
Signature.7,0.0,0.0350988024563,0.0
Signature.8,0.0110428793026,0.0455247841156,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.0619500218875,0.0
Signature.11,0.0,0.0,0.197542379119
Signature.12,0.0,0.0,0.0454046880118
Signature.13,0.0,0.0255124701033,0.308423307117
Signature.14,0.0,0.158506962443,0.0192109092822
Signature.15,0.0852485651344,0.0,0.0254982165459
Signature.16,0.148612668643,0.0,0.0344276257775
Signature.17,0.0,0.0,0.012853814471
Signature.18,0.0262582460268,0.0,0.0236946896926
Signature.19,0.0,0.0730533910027,0.0
Signature.20,0.0,0.0358482022567,0.0400936897658
Signature.21,0.0,0.0,0.0
Signature.22,0.117446440737,0.124528869218,0.0
Signature.23,0.0,0.0,0.0761108452504
Signature.24,0.297265881489,0.0,0.0
Signature.25,0.0974961055109,0.0767900988434,0.0
Signature.26,0.0,0.0155895409108,0.0475105606634
Signature.27,0.116855866707,0.0,0.0
Signature.28,0.0,0.0,0.0679819521053
Signature.29,0.0,0.0,0.0
Signature.30,0.0,0.0245953770925,0.0
