,1:2:5,3,4
Signature.1,0.0,0.0,0.0
Signature.2,0.102408905915,0.0,0.020400149816
Signature.3,0.0,0.0,0.0
Signature.4,0.0926936562302,0.0,0.0
Signature.5,0.0,0.271687517706,0.0
Signature.6,0.0287470939706,0.16356767638,0.0
Signature.7,0.0,0.0161518388997,0.0125949284454
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0144133075323,0.0
Signature.10,0.0510084769647,0.0,0.0
Signature.11,0.0176147209344,0.113418518526,0.0
Signature.12,0.064944078543,0.0,0.390182155231
Signature.13,0.0,0.0717533175254,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0121797537519,0.0
Signature.16,0.162724601694,0.0,0.0216142532242
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.0669258406399,0.0
Signature.20,0.0474101274534,0.0154164230568,0.0455888318375
Signature.21,0.162644856673,0.0,0.0316453180337
Signature.22,0.0102049079601,0.0,0.0866155073551
Signature.23,0.0520506774026,0.0,0.116704450812
Signature.24,0.0,0.0,0.0
Signature.25,0.0277253576713,0.204811163559,0.053112254161
Signature.26,0.0259357743102,0.0,0.139351417607
Signature.27,0.102081172901,0.0,0.0
Signature.28,0.0295111009713,0.0,0.0709466884696
Signature.29,0.0,0.0,0.0112440450075
Signature.30,0.0222944904059,0.0496746424234,0.0
