,11:1:3:2:5:4:9:8,10,7:6
Signature.1,0.137874666018,0.0660239973781,0.0
Signature.2,0.0,0.0176362692719,0.0200656007685
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0670276745983,0.0
Signature.5,0.0,0.0105233003906,0.228320197901
Signature.6,0.0322809750527,0.0,0.0
Signature.7,0.0,0.0114536586875,0.0
Signature.8,0.0,0.205188525809,0.0732523907227
Signature.9,0.0,0.0,0.0
Signature.10,0.121551901974,0.0162062638841,0.0
Signature.11,0.106421719436,0.124562001372,0.0988027416159
Signature.12,0.0,0.0,0.0
Signature.13,0.0208461880942,0.0134468275301,0.046163189145
Signature.14,0.0808490597752,0.0187951208342,0.0562104287164
Signature.15,0.277862192956,0.0897474734767,0.0
Signature.16,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0259045816183
Signature.18,0.0320502081417,0.0322471045477,0.0
Signature.19,0.060865831945,0.0168504341377,0.0689227348719
Signature.20,0.0,0.0,0.0
Signature.21,0.0487924396687,0.0,0.0
Signature.22,0.0175998321077,0.0908954943471,0.234547603137
Signature.23,0.0,0.0,0.0
Signature.24,0.0,0.0,0.0
Signature.25,0.0,0.020632966906,0.0320434142731
Signature.26,0.0402236831022,0.147721059606,0.101067859255
Signature.27,0.0,0.0200897955518,0.0146992579752
Signature.28,0.0,0.0173226435042,0.0
Signature.29,0.0,0.0136293881672,0.0
Signature.30,0.0227813017289,0.0,0.0
