,1:3:2:5:4
Signature.1,0.10343150344
Signature.2,0.0153603153326
Signature.3,0.0
Signature.4,0.0658319851033
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.129803357412
Signature.11,0.0727020595921
Signature.12,0.0171296417981
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.286266435736
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0879131033927
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0595615389547
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0997151623806
Signature.29,0.0444052664071
Signature.30,0.0178796304508
