,1:3:2:5:4
Signature.1,0.152809006559
Signature.2,0.0
Signature.3,0.0249419973892
Signature.4,0.16815537609
Signature.5,0.180377071777
Signature.6,0.017372062196
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0111662718952
Signature.16,0.0
Signature.17,0.0156846670633
Signature.18,0.0832378721736
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0411852745675
Signature.23,0.0987527053178
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.118336062642
Signature.29,0.0
Signature.30,0.0879816323287
