,1:3:2:5:4
Signature.1,0.0
Signature.2,0.021315421949
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0481041626446
Signature.8,0.0164577295523
Signature.9,0.0226597176581
Signature.10,0.127532009416
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.184823830738
Signature.15,0.035559383176
Signature.16,0.0
Signature.17,0.0
Signature.18,0.108253098446
Signature.19,0.0654621458969
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0131928858502
Signature.23,0.0
Signature.24,0.218099537385
Signature.25,0.0
Signature.26,0.138540077287
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
