,1,3,2,5:4
Signature.1,0.0,0.0,0.0,0.0149073848122
Signature.2,0.0,0.0764108227037,0.0378284302939,0.11028918599
Signature.3,0.200931352182,0.0155129170167,0.0,0.0764647820615
Signature.4,0.0,0.0536332742437,0.213640278703,0.094955127527
Signature.5,0.0439456758841,0.0191254993139,0.0293135776496,0.0
Signature.6,0.0,0.0142175227622,0.0535348652482,0.0
Signature.7,0.0873626108575,0.0,0.0,0.0
Signature.8,0.0,0.0,0.039830192756,0.0
Signature.9,0.0,0.0208612613031,0.0,0.0150896320743
Signature.10,0.231778604823,0.0,0.0,0.0591577055014
Signature.11,0.0,0.148278721399,0.0,0.0
Signature.12,0.0117885683082,0.162445467101,0.0151330962252,0.24405246941
Signature.13,0.0,0.0,0.0231200028775,0.100550937565
Signature.14,0.0,0.0,0.0,0.0
Signature.15,0.0124387056325,0.0,0.0,0.0
Signature.16,0.0532596514402,0.0261609181754,0.023035944709,0.0
Signature.17,0.0268662268374,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0,0.0184225269268
Signature.19,0.0,0.0,0.0,0.0313615563925
Signature.20,0.0,0.0,0.0157458897095,0.0
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.0477207652642,0.0,0.0341337396976,0.0
Signature.23,0.0759921304745,0.0,0.0363384440521,0.0
Signature.24,0.0,0.0,0.0,0.0
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.0417823485608,0.0633362402406,0.297866430228,0.170745870154
Signature.27,0.0,0.0236756791666,0.128662625306,0.0
Signature.28,0.0,0.0,0.024659165506,0.0
Signature.29,0.166133359735,0.376341676574,0.0,0.0318851773867
Signature.30,0.0,0.0,0.0271573170375,0.0321176441989
