,1:3:5,2,4
Signature.1,0.0,0.0,0.0
Signature.2,0.277714197338,0.0,0.0
Signature.3,0.0,0.0151617892058,0.339851391324
Signature.4,0.0300070533832,0.0,0.0
Signature.5,0.0141430585004,0.0734186726411,0.0186487640622
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0173133832574,0.0
Signature.9,0.0122386514554,0.0254971233138,0.0839058269764
Signature.10,0.0607083907917,0.0,0.0521016574091
Signature.11,0.0,0.0,0.0144910446895
Signature.12,0.0,0.0128555926185,0.153470032466
Signature.13,0.0,0.0167914369682,0.0
Signature.14,0.0359956468711,0.0,0.0500816445946
Signature.15,0.0,0.0,0.0
Signature.16,0.0326705438637,0.0,0.0
Signature.17,0.0207175183266,0.0,0.0417153149357
Signature.18,0.0,0.0275339159252,0.120875497108
Signature.19,0.0,0.0,0.0208245232394
Signature.20,0.0,0.0724104601022,0.0
Signature.21,0.0121442208357,0.165292444915,0.0335177922288
Signature.22,0.0,0.0,0.0
Signature.23,0.0175054679807,0.0,0.0
Signature.24,0.123137815586,0.167730977105,0.0
Signature.25,0.0,0.23513402633,0.0
Signature.26,0.104072111766,0.0752493151675,0.0
Signature.27,0.0123180152488,0.0747834277434,0.0
Signature.28,0.0,0.0,0.0705165109664
Signature.29,0.246627308053,0.0,0.0
Signature.30,0.0,0.0208274347072,0.0
