,11:9:10,1:3:2:5:4:7:6:8
Signature.1,0.0,0.179184823457
Signature.2,0.0,0.0547287457876
Signature.3,0.0,0.0
Signature.4,0.0597172486019,0.0
Signature.5,0.0,0.0
Signature.6,0.0138657766236,0.0
Signature.7,0.195030312607,0.0
Signature.8,0.0182572225439,0.0
Signature.9,0.0,0.0743150966035
Signature.10,0.18760801026,0.0357205438227
Signature.11,0.0,0.0
Signature.12,0.0795608407674,0.0912782216825
Signature.13,0.0241141762762,0.0
Signature.14,0.0,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0136189952148
Signature.17,0.0568530170145,0.0
Signature.18,0.0711979635214,0.0
Signature.19,0.0,0.0
Signature.20,0.166832832093,0.0
Signature.21,0.0,0.202497567697
Signature.22,0.0,0.113223858148
Signature.23,0.0214953329583,0.0349478566068
Signature.24,0.0,0.0
Signature.25,0.0,0.0
Signature.26,0.062544769477,0.0788198752609
Signature.27,0.0,0.0
Signature.28,0.0,0.0157627121804
Signature.29,0.0429224972556,0.0176655412472
Signature.30,0.0,0.0882361622918
