,1:5:4,3,2
Signature.1,0.0774676794391,0.0,0.0
Signature.2,0.0,0.0650684418108,0.013801406683
Signature.3,0.0,0.0165463587573,0.0
Signature.4,0.0270838796379,0.0,0.0
Signature.5,0.0,0.0386536196245,0.0
Signature.6,0.0371886811758,0.0,0.202646732819
Signature.7,0.109276828478,0.0,0.0
Signature.8,0.0325211990904,0.0,0.0
Signature.9,0.0,0.0,0.0627606506588
Signature.10,0.0,0.0339567485628,0.0
Signature.11,0.0,0.147036361507,0.0151851480971
Signature.12,0.0,0.0425162027078,0.0
Signature.13,0.017893780497,0.13856050999,0.0168168651701
Signature.14,0.0,0.180638524445,0.0770385274759
Signature.15,0.0,0.0,0.0
Signature.16,0.0,0.0,0.11526445428
Signature.17,0.079437342997,0.0934211855819,0.0
Signature.18,0.0987657001599,0.0108027175614,0.0
Signature.19,0.0683303228803,0.0362489817876,0.0
Signature.20,0.31564777029,0.0,0.0
Signature.21,0.0,0.0119863619157,0.320496377419
Signature.22,0.0,0.0687303918698,0.0
Signature.23,0.0,0.0,0.099567222234
Signature.24,0.0,0.0,0.0
Signature.25,0.0,0.0134759028426,0.0455182170803
Signature.26,0.136386815355,0.0,0.0
Signature.27,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0309043980828
Signature.29,0.0,0.102357691035,0.0
Signature.30,0.0,0.0,0.0
