,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.367078700687
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0310932479182
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0183163285589
Signature.11,0.0110226043819
Signature.12,0.0
Signature.13,0.20502273626
Signature.14,0.0573736167783
Signature.15,0.0
Signature.16,0.0430115574046
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0532199306663
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.122224632594
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0916366447502
