,1:3:2:5:4
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0681734749875
Signature.4,0.0175892371933
Signature.5,0.0334492202347
Signature.6,0.0
Signature.7,0.0364286536498
Signature.8,0.0
Signature.9,0.0212706439259
Signature.10,0.0
Signature.11,0.126530443508
Signature.12,0.0
Signature.13,0.0
Signature.14,0.126019798232
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0468721739208
Signature.19,0.0453924575413
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0129168521564
Signature.27,0.380807726954
Signature.28,0.0391652156252
Signature.29,0.0
Signature.30,0.0453841020705
