,11:10:1:3:2:5:7:6:9:8,4
Signature.1,0.0,0.0258397911646
Signature.2,0.0,0.0
Signature.3,0.0,0.0140428243543
Signature.4,0.0,0.0
Signature.5,0.212713518982,0.0
Signature.6,0.0,0.0798517328524
Signature.7,0.0320053033669,0.0750646297092
Signature.8,0.0,0.0544272433387
Signature.9,0.0,0.112023763325
Signature.10,0.0,0.0
Signature.11,0.0,0.022222991511
Signature.12,0.0,0.0105991992492
Signature.13,0.0279448415351,0.0
Signature.14,0.0172984196088,0.0
Signature.15,0.050086964971,0.012285484474
Signature.16,0.0359839280194,0.307667281402
Signature.17,0.0,0.0
Signature.18,0.075389355315,0.0
Signature.19,0.26725323808,0.0
Signature.20,0.167024214202,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.0116232313758
Signature.23,0.0,0.0919376401407
Signature.24,0.0522074894471,0.0
Signature.25,0.0,0.0235849529705
Signature.26,0.0,0.0
Signature.27,0.0,0.06711446434
Signature.28,0.0,0.0917147697919
Signature.29,0.0620927264724,0.0
Signature.30,0.0,0.0
