,1:3:2:6,5,4,7
Signature.1,0.11838934808,0.0343005807672,0.0,0.319345926914
Signature.2,0.0,0.0820651735633,0.0,0.0342544507355
Signature.3,0.15509186081,0.0,0.0272077937893,0.0
Signature.4,0.0750203832586,0.0,0.0,0.0
Signature.5,0.0,0.0432145534277,0.235962265673,0.0
Signature.6,0.0,0.0406684186812,0.0,0.0112843462255
Signature.7,0.115619293851,0.0,0.0,0.0
Signature.8,0.115761626364,0.0,0.0458784833453,0.0152917490934
Signature.9,0.0,0.0881650045961,0.0120596016279,0.0
Signature.10,0.150555231335,0.0,0.0246029731761,0.117023216501
Signature.11,0.0,0.0,0.0,0.0592987390044
Signature.12,0.0148220807281,0.0753965716336,0.0179154115899,0.0
Signature.13,0.0,0.0,0.0218307556074,0.0
Signature.14,0.0,0.0,0.0109564036243,0.0
Signature.15,0.0,0.0187089818748,0.0539372748404,0.0
Signature.16,0.0,0.0,0.0406021122321,0.0
Signature.17,0.0,0.0405292451249,0.0,0.0
Signature.18,0.0,0.153995449466,0.0,0.141770842152
Signature.19,0.0366431871637,0.0,0.0126692217724,0.0408822015118
Signature.20,0.0,0.0416757511401,0.0,0.0
Signature.21,0.0163575592419,0.0963846125701,0.0,0.0
Signature.22,0.0,0.0,0.0579312981717,0.175578373414
Signature.23,0.0587511955601,0.0,0.188066734116,0.0
Signature.24,0.0,0.0204163079152,0.0,0.0468223054856
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.0,0.26447934924,0.10364403935,0.0
Signature.27,0.0,0.0,0.0,0.0211646783116
Signature.28,0.0916313859628,0.0,0.124903028473,0.0
Signature.29,0.0,0.0,0.0218326026101,0.0
Signature.30,0.0513568476442,0.0,0.0,0.0172831706512
