,11:9:10,1:3:2:4:6:8,5,7
Signature.1,0.0103732041259,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0,0.017851155027
Signature.3,0.0124329023454,0.0,0.0,0.0
Signature.4,0.202500182322,0.0167427490024,0.0318670333756,0.243794366249
Signature.5,0.0,0.0,0.0265610942616,0.0
Signature.6,0.0,0.0545596638734,0.0845278613475,0.0
Signature.7,0.0512237764508,0.0,0.193782625946,0.0
Signature.8,0.0,0.0166223902621,0.0,0.0
Signature.9,0.0,0.0,0.0761866480853,0.0
Signature.10,0.0,0.0321605757341,0.0,0.0
Signature.11,0.0572211917643,0.0284543432088,0.123169551552,0.0
Signature.12,0.0202372818953,0.0357511916176,0.0239021928035,0.0737490566517
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.13450032147,0.0549257575486,0.0,0.0
Signature.15,0.0,0.0,0.0,0.0667248248795
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0680755147368,0.0,0.0411959122238,0.0
Signature.18,0.0106632130336,0.0,0.0204886610937,0.0
Signature.19,0.0,0.036674964706,0.0,0.0
Signature.20,0.0,0.217865991597,0.0395903900898,0.0251037215502
Signature.21,0.122364655667,0.0119974528416,0.0,0.0
Signature.22,0.0111580796648,0.0,0.0298914548742,0.0
Signature.23,0.13540730638,0.012442734421,0.0,0.0491376484804
Signature.24,0.0,0.0137860736323,0.0788785898095,0.128295645077
Signature.25,0.0663562885963,0.194584945234,0.144093815185,0.250131055742
Signature.26,0.0,0.273431166321,0.0,0.0273365651862
Signature.27,0.0413898128261,0.0,0.0,0.0
Signature.28,0.026212159177,0.0,0.0429197423854,0.0
Signature.29,0.0298841095449,0.0,0.0,0.117875961157
Signature.30,0.0,0.0,0.0429444269678,0.0
