,1:3:4,2,5
Signature.1,0.0,0.0309413923564,0.0266050589346
Signature.2,0.0368509734309,0.025466776981,0.0
Signature.3,0.142019763689,0.468173121931,0.136417367022
Signature.4,0.101931832155,0.0,0.0
Signature.5,0.0472550965846,0.0392118546913,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0338562813259,0.0,0.0317742727455
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0954233262318,0.196860868656
Signature.10,0.0103096404452,0.0,0.0490569112578
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0889986000244
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.0142571237733,0.0
Signature.15,0.100863288445,0.0704216474572,0.0
Signature.16,0.0260397905451,0.0,0.0586719013233
Signature.17,0.0594397286107,0.0,0.0
Signature.18,0.0648433682658,0.0,0.0
Signature.19,0.049031734023,0.0,0.0
Signature.20,0.0387898009467,0.0386509411864,0.0
Signature.21,0.0,0.0,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0,0.167342918777
Signature.24,0.0,0.0,0.0
Signature.25,0.0,0.0576245890502,0.0797456254774
Signature.26,0.0,0.0,0.0
Signature.27,0.164668481791,0.0,0.0
Signature.28,0.110737862431,0.0,0.126015774474
Signature.29,0.0133623573109,0.135865624455,0.0251752635439
Signature.30,0.0,0.0239636018863,0.0133354377631
