,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0710999442602
Signature.2,0.0
Signature.3,0.0115108695054
Signature.4,0.020722855343
Signature.5,0.100316981072
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0334349513153
Signature.9,0.0
Signature.10,0.104438318557
Signature.11,0.0433843309945
Signature.12,0.090848313218
Signature.13,0.0201807019141
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0108766742348
Signature.18,0.0
Signature.19,0.0
Signature.20,0.036254158444
Signature.21,0.108341435299
Signature.22,0.0
Signature.23,0.12959861702
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.218991848823
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
