,1:3:5:4:7:6,2
Signature.1,0.0708258291194,0.0
Signature.2,0.0,0.0123691449818
Signature.3,0.0,0.0452739573232
Signature.4,0.0,0.0
Signature.5,0.0155495810577,0.031734237273
Signature.6,0.0,0.0
Signature.7,0.0,0.0723171198769
Signature.8,0.0170334433839,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.041146890447
Signature.12,0.0,0.420442287584
Signature.13,0.0195824684554,0.0
Signature.14,0.0517430128827,0.0
Signature.15,0.0618051255503,0.0
Signature.16,0.0,0.0596056898189
Signature.17,0.0,0.0
Signature.18,0.0143820673358,0.0
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0279913567293,0.0236371944241
Signature.22,0.0,0.0418610946905
Signature.23,0.0581467504336,0.0740349693887
Signature.24,0.0,0.0
Signature.25,0.0202526838858,0.0
Signature.26,0.0,0.0
Signature.27,0.437011432032,0.0
Signature.28,0.0,0.0
Signature.29,0.205676249134,0.0140479111142
Signature.30,0.0,0.163529503078
