,1,3,2
Signature.1,0.0,0.0,0.0118114932087
Signature.2,0.0,0.0488007428937,0.0
Signature.3,0.0120517033995,0.0,0.0699425402881
Signature.4,0.220260944114,0.0,0.0174297150771
Signature.5,0.0630173237458,0.0883497855536,0.0
Signature.6,0.0462827891189,0.0,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0249558270986,0.0,0.017912475986
Signature.10,0.028594727976,0.0,0.0
Signature.11,0.0,0.0,0.044082052115
Signature.12,0.0,0.0,0.0234829751714
Signature.13,0.148593378616,0.123083262058,0.0
Signature.14,0.0211378168415,0.0176976868977,0.0291210496613
Signature.15,0.0,0.0199087211431,0.0
Signature.16,0.167511525107,0.0131888801635,0.133866389252
Signature.17,0.0849549638314,0.198996792062,0.0
Signature.18,0.0,0.0,0.0700564982971
Signature.19,0.0165031346078,0.029189621111,0.0
Signature.20,0.0112491901223,0.0251549513265,0.0311363671961
Signature.21,0.0,0.0227086423554,0.0
Signature.22,0.0787238513248,0.0,0.0403323998176
Signature.23,0.0,0.0,0.0517590458601
Signature.24,0.0219780055319,0.0,0.0221528808506
Signature.25,0.0,0.0,0.167524454661
Signature.26,0.0541848185643,0.0,0.0
Signature.27,0.0,0.0136982739042,0.0
Signature.28,0.0,0.318446942039,0.269389662557
Signature.29,0.0,0.0192115163877,0.0
Signature.30,0.0,0.061564182105,0.0
