,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0366618970007
Signature.4,0.0
Signature.5,0.0225447265045
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0799428128408
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0123160914927
Signature.13,0.292626019292
Signature.14,0.0
Signature.15,0.0559741172647
Signature.16,0.103838301434
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0216322747233
Signature.20,0.0
Signature.21,0.0
Signature.22,0.184817328473
Signature.23,0.0
Signature.24,0.105084199426
Signature.25,0.0
Signature.26,0.0
Signature.27,0.084562231547
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
