,1,3:4,2,5
Signature.1,0.0,0.0488494330124,0.0,0.0
Signature.2,0.0,0.0,0.0,0.0
Signature.3,0.0,0.0,0.0297583053305,0.0885694964497
Signature.4,0.0,0.0388334475963,0.0,0.0
Signature.5,0.0,0.045545905904,0.0,0.0163776465203
Signature.6,0.0369331379749,0.0,0.0326517534759,0.0
Signature.7,0.0377049239051,0.0,0.0144934040901,0.0778488043253
Signature.8,0.0414433414535,0.0,0.0851110172388,0.152310470516
Signature.9,0.351217082847,0.0,0.0,0.0258476447966
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0177128738093,0.160590648009,0.0,0.0245000541176
Signature.12,0.0,0.0159510025324,0.0,0.0
Signature.13,0.0,0.101540816949,0.0,0.0
Signature.14,0.0207608483984,0.0182215573159,0.0,0.0
Signature.15,0.080968753711,0.0128231845976,0.0949541832221,0.0
Signature.16,0.0,0.011805250845,0.0231243130033,0.0273372359696
Signature.17,0.0,0.031015369186,0.0,0.0
Signature.18,0.0,0.156153810979,0.0966255657312,0.0
Signature.19,0.140913564119,0.0,0.0,0.0
Signature.20,0.103364096196,0.0,0.356397596346,0.0
Signature.21,0.0,0.0636385078437,0.0,0.0
Signature.22,0.044746860989,0.0632752972625,0.0,0.0
Signature.23,0.0,0.053738622757,0.0255844334277,0.0591457060076
Signature.24,0.0,0.0,0.0,0.344396205036
Signature.25,0.0,0.0813442700739,0.0,0.0
Signature.26,0.0,0.0,0.0735564903248,0.0256164908778
Signature.27,0.0,0.0,0.0,0.0
Signature.28,0.124234516597,0.0784907580739,0.0901721671234,0.0
Signature.29,0.0,0.0181821170626,0.0775707706858,0.0815344150331
Signature.30,0.0,0.0,0.0,0.0765158303506
