,1:3:2
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0341268788094
Signature.4,0.234779002212
Signature.5,0.0
Signature.6,0.144392430995
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0242657939856
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0184802879898
Signature.13,0.117468502065
Signature.14,0.0464899764136
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0254375703555
Signature.22,0.0
Signature.23,0.0445979154775
Signature.24,0.0
Signature.25,0.0
Signature.26,0.191678649915
Signature.27,0.0
Signature.28,0.0129245514626
Signature.29,0.105358440317
Signature.30,0.0
