,11:9:10,1:3:2:5:4:7:6:8
Signature.1,0.0179021040964,0.0
Signature.2,0.281219537776,0.0
Signature.3,0.0107177819353,0.0944301859565
Signature.4,0.092720234479,0.0777261733254
Signature.5,0.0125099246578,0.0
Signature.6,0.0,0.0
Signature.7,0.062195642845,0.0380119392614
Signature.8,0.0220292424694,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.115435162076,0.0333790858698
Signature.12,0.0811636024555,0.0459033353473
Signature.13,0.0,0.0399174659456
Signature.14,0.0423641052718,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.103465168995,0.056971519848
Signature.18,0.0,0.0
Signature.19,0.0,0.0
Signature.20,0.0401733442129,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.0955639996451
Signature.23,0.0496987440116,0.154118341939
Signature.24,0.0684054047182,0.117095851139
Signature.25,0.0,0.0
Signature.26,0.0,0.0
Signature.27,0.0,0.0995687068439
Signature.28,0.0,0.147313394878
Signature.29,0.0,0.0
Signature.30,0.0,0.0
