,11:1:3:2:4:7:6:9,10,5,8
Signature.1,0.0190276543551,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0,0.0655337861961
Signature.3,0.0,0.0,0.0,0.0803760420076
Signature.4,0.0,0.0,0.109849580919,0.0308900380306
Signature.5,0.0105761667883,0.0,0.0149322229499,0.0925586746612
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0819781537842,0.0627130967384,0.0175740907483,0.0
Signature.8,0.0993204401539,0.0,0.0,0.0560858250654
Signature.9,0.0326810372096,0.0,0.0,0.0399346850506
Signature.10,0.0674065183958,0.0,0.0302170274028,0.0239311671302
Signature.11,0.0242868291876,0.0,0.0507578871423,0.0
Signature.12,0.0377258105368,0.0,0.0,0.0108998665877
Signature.13,0.0,0.0356012271578,0.0252606940416,0.204877923634
Signature.14,0.171795352381,0.039074559353,0.0280284223237,0.0
Signature.15,0.0,0.0925917394156,0.03671165204,0.0
Signature.16,0.0,0.0910373385052,0.0495204261864,0.0
Signature.17,0.0,0.0714223523934,0.358362182767,0.0102271458826
Signature.18,0.0,0.0,0.0,0.0
Signature.19,0.0,0.0,0.0,0.0
Signature.20,0.0,0.0,0.0436105797269,0.0199132289288
Signature.21,0.073377898651,0.0,0.0795327109779,0.0980987323144
Signature.22,0.0674232187233,0.110704433646,0.0565962834101,0.126415359694
Signature.23,0.102451666239,0.0698369851308,0.0,0.0
Signature.24,0.0222610920202,0.119232610739,0.0,0.0312672882904
Signature.25,0.0,0.137457989268,0.0,0.0377861886893
Signature.26,0.0,0.0,0.045860545381,0.0
Signature.27,0.0510712383428,0.0,0.0,0.0421459440189
Signature.28,0.0,0.0187820779411,0.0,0.0
Signature.29,0.0716086790329,0.046111141925,0.0344901517552,0.0
Signature.30,0.0670082441981,0.105434447787,0.0186955422273,0.0290581038181
