,1:3:5:4,2
Signature.1,0.0465627718615,0.0
Signature.2,0.0,0.0
Signature.3,0.0215755438804,0.0940532355305
Signature.4,0.112800630309,0.0
Signature.5,0.03461466713,0.0
Signature.6,0.0118335825611,0.0
Signature.7,0.0514147203274,0.0821534715248
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.197778207819,0.0
Signature.11,0.133452412468,0.147693900574
Signature.12,0.0,0.0
Signature.13,0.0,0.0
Signature.14,0.100162009218,0.0
Signature.15,0.0162554152654,0.0
Signature.16,0.0558835219505,0.0
Signature.17,0.0,0.287193268898
Signature.18,0.109526792919,0.0
Signature.19,0.0112810802385,0.100355439277
Signature.20,0.0687450466864,0.0
Signature.21,0.0,0.0201826086958
Signature.22,0.0,0.165935754925
Signature.23,0.0,0.0
Signature.24,0.0,0.0
Signature.25,0.0,0.0
Signature.26,0.0141295874171,0.0
Signature.27,0.0139840099486,0.0372313417131
Signature.28,0.0,0.0392614890488
Signature.29,0.0,0.0259394898127
Signature.30,0.0,0.0
