,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0910937643628
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0412723495165
Signature.7,0.216364940088
Signature.8,0.0160028910655
Signature.9,0.0
Signature.10,0.0
Signature.11,0.118901216431
Signature.12,0.0389341433477
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0241647609821
Signature.16,0.0942790150047
Signature.17,0.0831910896188
Signature.18,0.0
Signature.19,0.0
Signature.20,0.253777024601
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0220188049818
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
