,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0473298589457
Signature.3,0.0
Signature.4,0.0158171342089
Signature.5,0.0267382281399
Signature.6,0.0125937523836
Signature.7,0.0256461323673
Signature.8,0.0
Signature.9,0.017578040298
Signature.10,0.0830529853353
Signature.11,0.133239970275
Signature.12,0.0538682841376
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0196596396632
Signature.18,0.0333626246427
Signature.19,0.0514326804332
Signature.20,0.0124784922265
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0813791991117
Signature.25,0.0
Signature.26,0.128346124434
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.257476853398
