,1:2,3
Signature.1,0.0,0.0535119071455
Signature.2,0.0,0.0
Signature.3,0.0390722750869,0.0527159862141
Signature.4,0.0,0.26868189769
Signature.5,0.0,0.0
Signature.6,0.0194523526177,0.011227543379
Signature.7,0.0,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0153819441964,0.0155326752879
Signature.12,0.174526630023,0.0
Signature.13,0.0,0.0
Signature.14,0.0,0.0
Signature.15,0.0,0.0393156533874
Signature.16,0.0,0.0500088115476
Signature.17,0.0355526370783,0.0
Signature.18,0.0914535090029,0.0
Signature.19,0.0979936655853,0.192017477117
Signature.20,0.0,0.0
Signature.21,0.0,0.156787986609
Signature.22,0.1598611996,0.0511475723595
Signature.23,0.191882237809,0.0
Signature.24,0.16431606326,0.0
Signature.25,0.0,0.0309613837034
Signature.26,0.0,0.0
Signature.27,0.0,0.067705291133
Signature.28,0.0105074857418,0.0
Signature.29,0.0,0.0103858144261
Signature.30,0.0,0.0
