,1,3,2
Signature.1,0.0616526558982,0.0,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.0723464822101,0.0,0.0
Signature.4,0.0,0.0,0.0212601860528
Signature.5,0.0176085863574,0.0,0.030008101064
Signature.6,0.0,0.354534392238,0.0
Signature.7,0.20606503179,0.128672167455,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.291771060218
Signature.12,0.0,0.0816188914079,0.0338645315167
Signature.13,0.0227226549687,0.0,0.0204379660908
Signature.14,0.0,0.0,0.19694079235
Signature.15,0.0152886301818,0.0317241793873,0.0259834757177
Signature.16,0.0,0.217770301491,0.0
Signature.17,0.0,0.0,0.0380871904527
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.0217590899126,0.029364275558
Signature.20,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0
Signature.22,0.114308143539,0.0,0.0
Signature.23,0.124781463847,0.0159655368037,0.0
Signature.24,0.0813943618854,0.0,0.0249501574422
Signature.25,0.0,0.0,0.0285456187971
Signature.26,0.107343393969,0.0,0.065820412812
Signature.27,0.12853027142,0.0175591810586,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0479583239326,0.0842097478363,0.0
Signature.30,0.0,0.0461865124094,0.192966231929
