,1:5:4,3,2
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.024493156565,0.0431029661774
Signature.3,0.0,0.0,0.0222927921155
Signature.4,0.0,0.0,0.0642577196776
Signature.5,0.127904344234,0.0453298215556,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0131754972408,0.13476062719
Signature.8,0.0,0.0,0.0740603810732
Signature.9,0.0,0.0,0.0
Signature.10,0.0112934529965,0.0606608541238,0.0
Signature.11,0.0,0.0,0.0145670095708
Signature.12,0.0,0.0,0.27214462366
Signature.13,0.0,0.0,0.0
Signature.14,0.0959939821333,0.0,0.0537567006419
Signature.15,0.304257544864,0.0621614714342,0.0
Signature.16,0.0,0.0523461592292,0.109386739271
Signature.17,0.0,0.0238379161571,0.0707713484548
Signature.18,0.0,0.0534887832284,0.0
Signature.19,0.0,0.0333530440206,0.0376285950303
Signature.20,0.0937075118081,0.0787154979762,0.0105571516837
Signature.21,0.0,0.0,0.0481633010458
Signature.22,0.0,0.426889741752,0.0
Signature.23,0.0,0.0,0.0
Signature.24,0.0492860018598,0.0283791007488,0.0
Signature.25,0.0,0.0,0.0
Signature.26,0.111720631749,0.0,0.0
Signature.27,0.126339096871,0.0971689559685,0.0223807885569
Signature.28,0.0638624311822,0.0,0.0
Signature.29,0.0,0.0,0.0221692558507
Signature.30,0.0156350023027,0.0,0.0
