,1:2,3
Signature.1,0.0,0.074239567766
Signature.2,0.577760724124,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0134430157982
Signature.5,0.0,0.0148747749656
Signature.6,0.0697367565008,0.0
Signature.7,0.0,0.144449030957
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0410954879328,0.0
Signature.12,0.0,0.0498936867119
Signature.13,0.0,0.0446041421301
Signature.14,0.0,0.0
Signature.15,0.0328311848366,0.0134035952151
Signature.16,0.0,0.430424968666
Signature.17,0.0,0.0
Signature.18,0.0,0.0
Signature.19,0.0,0.0
Signature.20,0.107571916366,0.0
Signature.21,0.0,0.0157705046227
Signature.22,0.0696615017723,0.0185912477823
Signature.23,0.0,0.0
Signature.24,0.0,0.0472597728118
Signature.25,0.0723981654984,0.0
Signature.26,0.0,0.0
Signature.27,0.0,0.0520586259881
Signature.28,0.0289442629692,0.0
Signature.29,0.0,0.0490617103889
Signature.30,0.0,0.0319253561957
