,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.107018200513
Signature.2,0.0
Signature.3,0.0798078338816
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0387911287566
Signature.10,0.0
Signature.11,0.045567894117
Signature.12,0.0238994169393
Signature.13,0.0677103181707
Signature.14,0.0223049984677
Signature.15,0.0581968116102
Signature.16,0.0
Signature.17,0.0123258425314
Signature.18,0.0586854343054
Signature.19,0.204671229301
Signature.20,0.0
Signature.21,0.024821581573
Signature.22,0.0442882839717
Signature.23,0.0209196024901
Signature.24,0.0
Signature.25,0.047485728733
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0505026357833
Signature.30,0.0930030588557
