,1:3:2:5,4
Signature.1,0.0,0.0914021014704
Signature.2,0.0,0.27108604377
Signature.3,0.0935279840377,0.0
Signature.4,0.207422095373,0.0261974796957
Signature.5,0.0475921758031,0.0596318927576
Signature.6,0.184536095125,0.0107243468686
Signature.7,0.0634933361011,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0185124417872
Signature.10,0.0307225853012,0.0
Signature.11,0.0196927642484,0.0204112198563
Signature.12,0.046986599965,0.0
Signature.13,0.050693199312,0.0
Signature.14,0.0,0.408274598113
Signature.15,0.0,0.026862266314
Signature.16,0.0,0.0
Signature.17,0.018586236128,0.0
Signature.18,0.0166534731057,0.0
Signature.19,0.0,0.0326692999111
Signature.20,0.0497588699397,0.0
Signature.21,0.0,0.0
Signature.22,0.070498671559,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0
Signature.25,0.0326832407678,0.0
Signature.26,0.0,0.0
Signature.27,0.0,0.0120718177019
Signature.28,0.0,0.0116169218461
Signature.29,0.0,0.0
Signature.30,0.0671526732333,0.0105395699078
