,1:3:2:5:4
Signature.1,0.0659256214838
Signature.2,0.126488497154
Signature.3,0.0
Signature.4,0.0747293813029
Signature.5,0.152099479958
Signature.6,0.0128421935974
Signature.7,0.0
Signature.8,0.0
Signature.9,0.010495504066
Signature.10,0.0
Signature.11,0.0439377126421
Signature.12,0.0200523396416
Signature.13,0.0
Signature.14,0.0
Signature.15,0.159713510859
Signature.16,0.0
Signature.17,0.0734172112247
Signature.18,0.0
Signature.19,0.0132949293646
Signature.20,0.0197481384058
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0485930332841
Signature.24,0.0
Signature.25,0.0289633451887
Signature.26,0.0616986461501
Signature.27,0.0264701314693
Signature.28,0.0615303242081
Signature.29,0.0
Signature.30,0.0
