,11:10:1:3:2:5:4:6:9:8,7
Signature.1,0.0,0.0144076022345
Signature.2,0.0421349628121,0.0
Signature.3,0.0,0.0
Signature.4,0.0348582193591,0.0842375386139
Signature.5,0.136213922714,0.0349122386768
Signature.6,0.0,0.0930488481213
Signature.7,0.088559371222,0.167976097604
Signature.8,0.0,0.0
Signature.9,0.0759130866324,0.0
Signature.10,0.0,0.0420826325345
Signature.11,0.0124813708624,0.0164084274958
Signature.12,0.0,0.0
Signature.13,0.108450897903,0.0139286426175
Signature.14,0.0,0.0
Signature.15,0.0,0.215984161807
Signature.16,0.0,0.132775313202
Signature.17,0.0446745390314,0.0
Signature.18,0.120503582905,0.0323670795638
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.0125884025562,0.0476549655959
Signature.23,0.0,0.0
Signature.24,0.134639867958,0.0
Signature.25,0.0156918096387,0.0169722515546
Signature.26,0.0,0.0
Signature.27,0.0160514181673,0.0529900322474
Signature.28,0.116340870761,0.0
Signature.29,0.0,0.0342541681311
Signature.30,0.0408976774767,0.0
