,11:10:1:3:2:4:7:6:9:8,5
Signature.1,0.0270349852951,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.0472087057259,0.140278741459
Signature.6,0.0,0.0241287494861
Signature.7,0.0,0.366628058977
Signature.8,0.0236883788404,0.0170640448077
Signature.9,0.204044315626,0.0
Signature.10,0.0669002590922,0.0
Signature.11,0.0199239984764,0.0
Signature.12,0.0,0.0252123273521
Signature.13,0.0190237687855,0.197931281199
Signature.14,0.0208683441216,0.026889338301
Signature.15,0.0,0.0
Signature.16,0.0,0.0411228154454
Signature.17,0.0,0.0357812231827
Signature.18,0.0,0.0
Signature.19,0.486474772554,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.0489565528224,0.0
Signature.23,0.011587155244,0.0
Signature.24,0.0,0.0
Signature.25,0.0242887634162,0.0
Signature.26,0.0,0.0
Signature.27,0.0,0.100231211095
Signature.28,0.0,0.0
Signature.29,0.0,0.0247322086944
Signature.30,0.0,0.0
