,1:3:5,2,4
Signature.1,0.0,0.100590483077,0.067778584591
Signature.2,0.0,0.0,0.131385291442
Signature.3,0.137009978758,0.0,0.0
Signature.4,0.0,0.0714081385422,0.0382070281975
Signature.5,0.0375253814934,0.0,0.079876419632
Signature.6,0.0152203001102,0.0,0.0
Signature.7,0.0,0.238299455703,0.0120270116334
Signature.8,0.0581504687951,0.0144852887315,0.0
Signature.9,0.0785986380895,0.0239956786922,0.012683422163
Signature.10,0.0,0.0,0.0
Signature.11,0.0125516583434,0.0,0.0185832884899
Signature.12,0.0,0.15254059903,0.0
Signature.13,0.281379750699,0.0616802546697,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0503868421775,0.0165313918893,0.0
Signature.17,0.0752948212459,0.0,0.0
Signature.18,0.0326379590699,0.0311097579511,0.171617942462
Signature.19,0.0,0.0188953417379,0.027525321068
Signature.20,0.0,0.0,0.0833872072504
Signature.21,0.023342860757,0.0,0.0
Signature.22,0.0,0.191673968456,0.0185362582469
Signature.23,0.0,0.0,0.0
Signature.24,0.0,0.0298093722451,0.0144791493234
Signature.25,0.0172230080111,0.0130941590566,0.0
Signature.26,0.0,0.0358861102175,0.0
Signature.27,0.149555504496,0.0,0.0
Signature.28,0.0311228279545,0.0,0.0630791478682
Signature.29,0.0,0.0,0.16088477381
Signature.30,0.0,0.0,0.0999491538212
