,1:3:2:5:4:7:6
Signature.1,0.0175389456392
Signature.2,0.081657659408
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.186649062052
Signature.12,0.0
Signature.13,0.134385055557
Signature.14,0.0336090684102
Signature.15,0.0435628792033
Signature.16,0.0636366550967
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0894761599684
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.055625845771
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.129114901648
Signature.28,0.0
Signature.29,0.164743767246
Signature.30,0.0
