,1:5:4:7:6:9,3,2,8
Signature.1,0.0473853364767,0.092896444101,0.0,0.269805814968
Signature.2,0.0,0.0,0.0,0.0
Signature.3,0.0,0.0,0.293847242815,0.0
Signature.4,0.0,0.0,0.0,0.0273180966283
Signature.5,0.0,0.166590549004,0.0,0.0
Signature.6,0.0436993895124,0.0,0.112695728517,0.0
Signature.7,0.0308456792375,0.0,0.0,0.0
Signature.8,0.160078850559,0.303371776379,0.0,0.0208733282697
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0202790425553,0.0
Signature.11,0.0,0.0,0.0,0.0
Signature.12,0.0316349508942,0.0691349601096,0.0141203545509,0.104494898763
Signature.13,0.0,0.0329208090413,0.0,0.145224188291
Signature.14,0.0110309688656,0.0,0.0,0.0606161488925
Signature.15,0.0,0.072638423792,0.0,0.0
Signature.16,0.0154441214994,0.0,0.0317754033756,0.0124575980786
Signature.17,0.10585088522,0.0119184780099,0.0,0.0177528737239
Signature.18,0.0229812066944,0.0,0.0,0.0
Signature.19,0.242511220158,0.0,0.0,0.0
Signature.20,0.024412658493,0.0,0.0583795192434,0.089618335825
Signature.21,0.0,0.0,0.0,0.0230529331161
Signature.22,0.0,0.0652670649458,0.053608613939,0.0
Signature.23,0.0168940961429,0.0551396418476,0.0,0.0654320814632
Signature.24,0.0813122031772,0.0725192211802,0.047478947392,0.0189252393964
Signature.25,0.0,0.0,0.0603201239049,0.0
Signature.26,0.0,0.0440560549399,0.286389020691,0.055908358507
Signature.27,0.135675828713,0.0,0.0,0.0398113858845
Signature.28,0.0,0.0135465766504,0.0211060030157,0.0
Signature.29,0.0302426043565,0.0,0.0,0.0
Signature.30,0.0,0.0,0.0,0.0487087181926
