,1:5:4:7:6:9:8,3,2
Signature.1,0.0,0.0,0.0746134472303
Signature.2,0.0,0.0235087558361,0.0
Signature.3,0.0691231812055,0.0,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0159125337123
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.143958490181
Signature.8,0.104207768387,0.0108921585603,0.297521674392
Signature.9,0.0,0.0127448780368,0.0
Signature.10,0.282973735818,0.0,0.0
Signature.11,0.0148427881955,0.152569209287,0.0
Signature.12,0.0205760590786,0.0601481741556,0.0
Signature.13,0.0,0.0,0.020481628205
Signature.14,0.0,0.0,0.0
Signature.15,0.0284585175511,0.025073031574,0.0
Signature.16,0.0,0.0,0.0
Signature.17,0.0447319174131,0.0317824516702,0.0
Signature.18,0.0,0.0138430661529,0.0476842177639
Signature.19,0.0,0.0,0.0
Signature.20,0.0131706482637,0.112266520019,0.0464244785781
Signature.21,0.0850142827544,0.0255968518309,0.0285967482236
Signature.22,0.0463575842861,0.0284042498405,0.0
Signature.23,0.0,0.0,0.02740080629
Signature.24,0.0,0.0,0.0
Signature.25,0.0491354035466,0.0,0.0769261354566
Signature.26,0.0315527016271,0.0,0.0
Signature.27,0.0341369057547,0.0144497752114,0.0
Signature.28,0.012089903311,0.0,0.0243308819714
Signature.29,0.0386792868974,0.456213222941,0.0243019529627
Signature.30,0.124949315911,0.032507654885,0.171847005033
